"","X_Aster_subulatus","X_Asteraceae_A__prickly_","X_Briza_maxima","X_Bromus_diandrus","X_Conyza_albida","X_Conyza_bonariensis","X_Cynodon_dactylon","X_Cyperus_tenuiflorus","X_Ehrharta_calycina","X_Fumaria_capreolata","X_Hypochaeris_glabra","X_Isolepis_prolifera","X_Lactuca_serriola","X_Lotus_subbiflorus","X_Lysimachia_arvensis","X_Moraea_flaccida","X_Pelargonium_capitatum","X_Pennisetum_clandestinum","X_Phyla_nodiflora","X_Rumex_crispus","X_Schinus_molle","X_Setaria_palmifolia","X_Solanum_nigrum","X_Sonchus_oleraceus","X_Sparaxis_bulbifera","X_Stachys_arvensis","X_Typha_orientalis","X_Vicia_sativa","X_Zantedeschia_aethiopica","Acacia_saligna","Agrostis_avenacea","Baumea_articulata","Centella_asiatica","Eucalyptus_rudis","Juncus_pallidus","Lepidosperma_gladiatum","Melaleuca_rhaphiophylla","Microtis_media","Persicaria_sp_"
"X_Hypochaeris_glabra",0.38436415029956,0.55728877478322,0.913441715704949,0.406064968655288,0.683145282010551,0.695720152942864,0.179352111160575,0.842811394594997,0.724533515037982,0.793713655011712,1,0.707398682504099,0.816309271663559,0.761569709656939,0.824908132388538,0.335885836708442,0.899954790202442,0.467427956055212,0.60747964159708,0.87344750902323,0.142761513421897,0.800943579665832,0.908706542921418,0.911927524336122,0.5975188015518,-0.0811125261232117,0.0643315199692624,0.789803440997443,0.654189516399559,0.847882277767329,0.870408651325157,-0.43280536032021,0.134684856319132,0.162660318002302,0.817887233408855,-0.225967886659287,0.0846141531946391,0.670625630194377,0.358644656892075
"X_Isolepis_prolifera",0.165478548162237,0.285138861914026,0.70156057656261,0.198684257774342,0.368219783059719,0.409280801656263,0.0787261999316857,0.630225070268267,0.396214219708569,0.536580071345251,0.707398682504099,1,0.583674888054102,0.492158989054629,0.599941855307515,0.204657879841674,0.673731698194047,0.184751880027898,0.509817863653764,0.706863142831319,0.0691806559191077,0.561292908901191,0.69310429284442,0.702576998262329,0.250841485395114,0.0134228764529029,0.134031336033654,0.574828304424771,0.541957722139223,0.649716390014982,0.700346013427032,0.0488259971113033,0.0568540851367849,0.0852599719587907,0.575659452664963,0.0385566100654178,0.0392928235978936,0.418052872051087,0.378031892984919
"X_Lactuca_serriola",0.227377843253274,0.356386789311667,0.800755709988465,0.217414155241902,0.43480632257485,0.472068852154243,0.0940720409778603,0.720003112660993,0.394283047254348,0.576730992144867,0.816309271663559,0.583674888054102,1,0.582231760924091,0.700682866237347,0.23895824852762,0.773893518787612,0.264600935270803,0.568548229036842,0.817350707878328,0.0662239797725529,0.599036007755686,0.810346384585545,0.836971403105,0.280295406966394,-0.0086504117092159,0.0784209042001553,0.602346742418034,0.550880430869965,0.745687645487414,0.858934382085857,0.0149723349093848,0.0583378808617012,0.0408908784272359,0.642451029594148,0.00745715321106727,0.0164478521371369,0.400813043283561,0.343481675220275
"X_Lotus_subbiflorus",0.185372626625596,0.25800221863775,0.736113672893828,0.168003601833108,0.385054770181045,0.375553738374567,0.0865713520988341,0.667141481084197,0.406687472782266,0.512914914836194,0.761569709656939,0.492158989054629,0.582231760924091,1,0.638626900241103,0.184269026549248,0.727017876425651,0.227964051531915,0.452853575898188,0.752514078397956,0.0532898419814777,0.549119180555087,0.762201035523067,0.772970271751548,0.253060519287822,-0.00193116346074871,0.0555458167678678,0.572375295041487,0.40554937724199,0.70321478162052,0.737370221556363,-0.00216932638425491,0.0589129026447853,0.0886577943907543,0.60486349110752,-0.00792459942020995,0.0355703061656209,0.408847836123908,0.201394792272048
"X_Lysimachia_arvensis",0.228234939074381,0.319942258311705,0.77534844662051,0.215397983180744,0.432991432206846,0.473834865884522,0.0769631552143192,0.705044608181793,0.35441635373547,0.514538252862257,0.824908132388538,0.599941855307515,0.700682866237347,0.638626900241103,1,0.258414991514033,0.749056420564931,0.255171270083479,0.57304886788799,0.842589941139482,0.0747857619605602,0.626346502673241,0.822889542254054,0.839084254656322,0.276983351012403,-0.0143940903762679,0.0975984379587566,0.527744264478423,0.601085905676684,0.737554129502465,0.854877319914026,-0.00975713093610721,0.0412179302879351,0.0390585315326347,0.642423358919097,-0.00952718875604387,0.010074721399402,0.37833317556355,0.385259186371879
"X_Moraea_flaccida",0.0765253594358457,0.104180143448977,0.344098583568535,0.0882676980261485,0.151234417525509,0.141186822424104,0.0653086818859775,0.318151169343473,0.244460711193442,0.275740955962017,0.335885836708442,0.204657879841674,0.23895824852762,0.184269026549248,0.258414991514033,1,0.337416491304291,0.120193676940387,0.267287356659322,0.341407582919229,0.0598343636338258,0.31021871095986,0.30688611137878,0.323010692468824,0.145098708194805,0.11844089394668,0.0781038927472269,0.287517057771292,0.249931921115055,0.271215093631799,0.346629587741205,0.153356477208407,0.0593897311191487,0.140636206987066,0.278891104748741,0.140679981593599,0.0799582034399753,0.258589250104188,0.162015640916965
"X_Pelargonium_capitatum",0.427833911882129,0.600795084675303,0.959006392829623,0.472798965036177,0.700720880344574,0.765014411312432,0.268119805267735,0.895048822977545,0.863555539935317,0.908971207272738,0.899954790202442,0.673731698194047,0.773893518787612,0.727017876425651,0.749056420564931,0.337416491304291,1,0.565694401180227,0.510747284903472,0.845401866916382,0.240206078444075,0.863160092237043,0.924726669417729,0.922866538674482,0.770479138683921,-0.00151366729727368,0.0298776786878514,0.911048524733124,0.409333409485153,0.861385868243004,0.805439839536277,-0.364075633881432,0.233235500618783,0.376467091455403,0.885199601916322,-0.181858877762396,0.225333426915143,0.862719962748814,0.109498763406973
"X_Pennisetum_clandestinum",0.130637013849039,0.180704133163365,0.569869498653143,0.150860838676132,0.216128608603264,0.22093513096523,0.121723928578953,0.501401314915654,0.490878811072602,0.528011016663864,0.467427956055213,0.184751880027898,0.264600935270803,0.227964051531915,0.255171270083479,0.120193676940387,0.565694401180227,1,0.211009634406414,0.407660452489054,0.107890371512064,0.424836388321551,0.475940591971402,0.47643899444641,0.325837764792407,0.127661971445325,0.0283976619409863,0.543615831589225,0.126401945038985,0.442001223201615,0.326406892238273,0.0597862806361633,0.114579218204028,0.237881280856399,0.462992490871675,0.0593931237083259,0.139396218778131,0.487098251282448,0.0451150776701498
"X_Phyla_nodiflora",0.203466602592546,0.255563291594161,0.516385225153219,0.190577370768902,0.359515193652164,0.342686257937733,0.065310378838197,0.486474495281196,0.278955120583578,0.382493527358652,0.607479641597081,0.509817863653764,0.568548229036842,0.452853575898188,0.57304886788799,0.267287356659322,0.510747284903472,0.211009634406414,1,0.618054505494648,0.0932001613317553,0.529688917726326,0.570718833460369,0.595279317649599,0.225922168476749,-0.0234464631174776,0.173591556781,0.372563411390886,0.564653781494074,0.543646814961559,0.636474298253926,0.047085383192335,0.0384284604514016,0.0332823326468773,0.435934940387066,0.0386006007711715,-0.00119030904039304,0.261338254214146,0.421718742529892
"X_Rumex_crispus",0.325564674756813,0.464047365631882,0.869255461410851,0.344971061093552,0.625906543845878,0.684268081163324,0.142065534922856,0.801181468926367,0.560910701847453,0.698047259894893,0.87344750902323,0.706863142831319,0.817350707878328,0.752514078397956,0.842589941139482,0.341407582919229,0.845401866916382,0.407660452489054,0.618054505494648,1,0.0836673981959999,0.783383956513034,0.87935246993555,0.878142606663395,0.440990465317843,-0.090815292827429,0.0940767837029901,0.720601369947644,0.700065699928355,0.802092121331473,0.877323586670238,-0.267844352347274,0.0894279408851612,0.0667586600692006,0.754195072443867,-0.197424602914128,0.0179565700089154,0.571246242744164,0.43593538774677
"X_Schinus_molle",0.0436297316171676,0.0840189531530748,0.264789452218622,0.0827730125297897,0.097452179584989,0.0801895125770623,0.108312041855474,0.198228751948184,0.390999010965491,0.345258567104459,0.142761513421897,0.0691806559191077,0.0662239797725529,0.0532898419814777,0.0747857619605602,0.0598343636338258,0.240206078444075,0.107890371512064,0.0932001613317553,0.0836673981959999,1,0.210881708031874,0.142754624445944,0.172743144621568,0.237887645058737,0.37210904752182,0.142776493191443,0.35453442217986,0.124448312743954,0.161352918509937,0.0894304837059414,0.377499539318092,0.146781713871227,0.310807841745653,0.211035534901332,0.359632171686264,0.214260522721746,0.436946831292204,0.134307666193368
"X_Setaria_palmifolia",0.241743156134368,0.324298677504639,0.875167817852013,0.310120949345847,0.472866275693691,0.505323697912493,0.221237966425645,0.783923768584801,0.78166479356864,0.824946136667782,0.800943579665832,0.561292908901191,0.599036007755686,0.549119180555087,0.626346502673241,0.31021871095986,0.863160092237043,0.424836388321551,0.529688917726326,0.783383956513034,0.210881708031874,1,0.808553443602922,0.812667920401102,0.597923549199368,0.416120196686128,0.274093035237391,0.829061007332787,0.532246574366564,0.745230863828344,0.73481217291991,0.549459880708985,0.201426860112681,0.478438417418431,0.759202700214944,0.519791323961509,0.273475662399576,0.807352303032408,0.407158326915823
"X_Solanum_nigrum",0.363804771509139,0.55486425676873,0.940545429138057,0.400752204514709,0.63925435438491,0.695571714544568,0.193462804229947,0.86495309059303,0.740753832832808,0.839306937630885,0.908706542921418,0.69310429284442,0.810346384585545,0.762201035523067,0.822889542254054,0.30688611137878,0.924726669417729,0.475940591971402,0.570718833460369,0.87935246993555,0.142754624445944,0.808553443602922,1,0.915376282598199,0.602543479150761,-0.0333584884521864,0.0399429418010346,0.842815098624043,0.575851442632107,0.854412634234136,0.887151732225789,-0.193309256750381,0.149499033368176,0.220201261358229,0.841007400824548,-0.114899593256626,0.118129078524958,0.753276758804553,0.273474995021744
"X_Sonchus_oleraceus",0.366833258616875,0.574514826342966,0.93570111179517,0.415304232257418,0.684043080824208,0.706510852832275,0.185078123622684,0.858835639285564,0.746523514016953,0.824011798288799,0.911927524336122,0.702576998262329,0.836971403105,0.772970271751548,0.839084254656322,0.323010692468824,0.922866538674482,0.47643899444641,0.595279317649599,0.878142606663394,0.172743144621568,0.812667920401102,0.915376282598199,1,0.625034936290837,-0.0778084755403396,0.0557820906316225,0.839974108779506,0.631287945449652,0.849758258858786,0.881653750994157,-0.394502634214536,0.137338397133873,0.202426038263635,0.835303844015301,-0.202413040742651,0.100757642633482,0.730087656798838,0.357283815618836
"X_Sparaxis_bulbifera",0.150476792936575,0.268769045607316,0.795194604110941,0.230462334941875,0.295566276587402,0.302483800043681,0.205576257868271,0.68673456989553,0.762214292636299,0.783125381835371,0.5975188015518,0.250841485395114,0.280295406966394,0.253060519287822,0.276983351012403,0.145098708194805,0.770479138683921,0.325837764792407,0.225922168476749,0.440990465317843,0.237887645058737,0.597923549199368,0.602543479150761,0.625034936290837,1,0.303289344480791,0.0810399043007162,0.811378809475726,0.0880745001870848,0.560854289671908,0.351947767140567,0.219183573649045,0.219191977454401,0.474471919228025,0.680314369919765,0.204165381830853,0.278771898766237,0.825421793555252,0.0248986285175533
"X_Stachys_arvensis",0.0646466444574488,0.0456823695769335,0.0271126322023886,0.112484331357121,0.0393743086252867,0.00239753286026873,0.159360091919106,-0.012739895078701,0.514582458808668,0.343120821466744,-0.0811125261232117,0.0134228764529029,-0.00865041170921589,-0.00193116346074871,-0.0143940903762679,0.11844089394668,-0.00151366729727368,0.127661971445325,-0.0234464631174776,-0.090815292827429,0.37210904752182,0.416120196686128,-0.0333584884521864,-0.0778084755403396,0.303289344480791,1,0.435417637387356,0.220552833181723,0.0852081876589159,-0.0498679236525206,-0.035024302296763,0.854983142113981,0.231277375656975,0.493609646119801,0.0166801345073937,0.866725659855941,0.3568175673599,0.507788756363835,0.177737740316788
"X_Typha_orientalis",0.0788214071448976,0.0248267540803439,0.0353236717304726,0.0408398169424759,0.0272723499806529,0.0261364035899643,0.0515779478070044,0.0350398325448292,0.167652852187434,0.104978755739499,0.0643315199692624,0.134031336033654,0.0784209042001554,0.0555458167678678,0.0975984379587566,0.0781038927472269,0.0298776786878514,0.0283976619409863,0.173591556781,0.0940767837029901,0.142776493191443,0.274093035237391,0.0399429418010346,0.0557820906316225,0.0810399043007162,0.435417637387356,1,0.0784128260259434,0.259229854518279,0.0439924910342865,0.133311282878326,0.634131905237902,0.08072422311748,0.174854128185184,0.0285385037668757,0.569542492805666,0.12935758518278,0.1537088579537,0.285363046620172
