"","X_Aster_subulatus","X_Asteraceae_A__prickly_","X_Briza_maxima","X_Bromus_diandrus","X_Conyza_albida","X_Conyza_bonariensis","X_Cynodon_dactylon","X_Cyperus_tenuiflorus","X_Ehrharta_calycina","X_Fumaria_capreolata","X_Hypochaeris_glabra","X_Isolepis_prolifera","X_Lactuca_serriola","X_Lotus_subbiflorus","X_Lysimachia_arvensis","X_Moraea_flaccida","X_Pelargonium_capitatum","X_Pennisetum_clandestinum","X_Phyla_nodiflora","X_Rumex_crispus","X_Schinus_molle","X_Setaria_palmifolia","X_Solanum_nigrum","X_Sonchus_oleraceus","X_Sparaxis_bulbifera","X_Stachys_arvensis","X_Typha_orientalis","X_Vicia_sativa","X_Zantedeschia_aethiopica","Acacia_saligna","Agrostis_avenacea","Baumea_articulata","Centella_asiatica","Eucalyptus_rudis","Juncus_pallidus","Lepidosperma_gladiatum","Melaleuca_rhaphiophylla","Microtis_media","Persicaria_sp_"
"X_Aster_subulatus",0,0.0408444292362149,0.146737195338372,0.0320361004960473,0.0520225961651115,0.0536678567735273,0.0296713261492805,0.128356342045328,0.11747866991027,0.130675499297231,0.123129537177801,0.0559461566701909,0.067048782162684,0.0553470969279589,0.0694028518604322,0.0316130541869748,0.143510791314075,0.0477495542445134,0.0657900251163732,0.10645565216386,0.0359191543554294,0.0899705116828303,0.1206106675961,0.128475082316723,0.0639312806698864,0.0910578047800957,0.0557515912740613,0.138407181957269,0.0641418312844576,0.116806167884417,0.0890315479226163,0.123555711828974,0.0287646130085339,0.0617985207713072,0.113920439591567,0.11979405567445,0.0390731301447473,0.125553101820134,0.0545324271958282
"X_Asteraceae_A__prickly_",0.0408444292362149,0,0.150934764913325,0.0491045325055884,0.073596186918592,0.0773426637001535,0.0328026067910665,0.134580066327068,0.135346282842872,0.128027426996943,0.144285632146828,0.0827012110156769,0.0997532977986887,0.0720013292902763,0.0933281765468883,0.0429505700990924,0.148741077708154,0.0493097508804637,0.0836307002744551,0.127432489667215,0.047915034394725,0.129770517562149,0.14221731698757,0.146904569592066,0.0818595952404396,0.119799718842906,0.0708449745409208,0.138851351194524,0.0862817546979059,0.129888882071581,0.122603980203976,0.140088654457748,0.0361927688754253,0.0766322019917301,0.120697090188067,0.139889394940638,0.0463332124372325,0.130808098484821,0.068935925522813
"X_Briza_maxima",0.146737195338372,0.150934764913325,0,0.136419855904954,0.185887937079168,0.198114814231212,0.0873097395343516,0.0817694833962768,0.243450833285289,0.185023989787504,0.126587095073106,0.213699090079052,0.23309309089899,0.202493961762466,0.219119785905707,0.125956705498879,0.0620693225071667,0.149063716484098,0.178255427485663,0.187638822091072,0.146773034463371,0.410107261481988,0.199108378025536,0.137736756104139,0.219267774430081,0.233523137841342,0.193901237087693,0.0970904158790078,0.201064729884003,0.131406996308333,0.246519786848973,0.142855811611099,0.100392070389318,0.147267115668705,0.14696946708196,0.197913229064268,0.104631013823671,0.176358341683274,0.201716532979116
"X_Bromus_diandrus",0.0320361004960473,0.0491045325055884,0.136419855904954,0,0.0596205629114481,0.0587035139367345,0.033814316663426,0.121780790668979,0.129645466544412,0.130394017847494,0.12069592666624,0.0700650940665211,0.0716401282450458,0.0548861851284231,0.0741556209035274,0.0392199162648658,0.133040953781106,0.044231348998604,0.0761974636499589,0.111348590527316,0.045949105820031,0.111065855417007,0.117971476237168,0.1207701589423,0.0774008147450283,0.0957375488881954,0.0580094362190531,0.133611443505916,0.0793856859428995,0.108366792144808,0.0992033469206192,0.121008606274113,0.0363053454763508,0.0824948964438286,0.112409975520735,0.114800708697884,0.0516555613302069,0.135523593483046,0.0688871721944642
"X_Conyza_albida",0.0520225961651115,0.073596186918592,0.185887937079168,0.0596205629114481,0,0.0921990127006015,0.0435099865899399,0.165379527975456,0.168282855725377,0.166389448824416,0.175638230945492,0.108973161252126,0.120034975940589,0.0937433416881962,0.11961512382133,0.0560508161538862,0.182470073524986,0.0651916725106183,0.109541573325656,0.166330965326292,0.0663503565793679,0.169494559322898,0.168890594877627,0.176082761214905,0.0953089842972182,0.146565514078636,0.0852378908419027,0.172456780822171,0.106793582616791,0.159674181948268,0.153810038614968,0.172422888355718,0.0447666545986928,0.0962541743997308,0.148934383925029,0.165388473868658,0.0623240265893235,0.165381026454821,0.0905045704109418
"X_Conyza_bonariensis",0.0536678567735273,0.0773426637001535,0.198114814231212,0.0587035139367345,0.0921990127006015,0,0.0396408571844941,0.17800912863952,0.15018397520336,0.165953463137727,0.182272135369938,0.113276457960198,0.125960793507291,0.102802829938145,0.120862622623124,0.0559022199944848,0.196498918612806,0.066982647328214,0.09822689590453,0.1714419857917,0.057778784237874,0.170772938821678,0.183756053649234,0.185264320885493,0.096044448760362,0.150537142497385,0.0849988604279594,0.174488706924463,0.103821316544886,0.165299754861307,0.157873339566575,0.184187324289975,0.0431057753999109,0.0832641318964637,0.163572243236475,0.182539716634764,0.0532311631024273,0.158819383198824,0.0852641418995617
"X_Cynodon_dactylon",0.0296713261492805,0.0328026067910665,0.0873097395343516,0.033814316663426,0.0435099865899399,0.0396408571844941,0,0.0780473712651971,0.0898153329816588,0.0889153762653995,0.0796337087935755,0.0529402228363353,0.0503618122578536,0.0407053155904827,0.0523001199657816,0.0364329488858146,0.0870731453376541,0.03933443623548,0.0587288345475968,0.0746891679303926,0.0435392572886128,0.102177777701511,0.0765032581123138,0.0799484222267383,0.0585622481930042,0.0656112986759502,0.0500056130462469,0.0891005257638264,0.0649089609799006,0.0732329090618243,0.0677098196539006,0.0805526548845404,0.0338727578380284,0.0607920586629367,0.0769967922407739,0.0761553689707789,0.0388528390881667,0.0903902185395053,0.067491016870211
"X_Cyperus_tenuiflorus",0.128356342045328,0.134580066327068,0.0817694833962768,0.121780790668979,0.165379527975456,0.17800912863952,0.0780473712651971,0,0.231402328015977,0.187841877522496,0.11976198793814,0.192914885637186,0.216621926106206,0.18437734556739,0.200344818924875,0.111819299408899,0.0790069972674428,0.135324825378886,0.153620024006243,0.154200846932644,0.125494713505672,0.36251874899878,0.178463281857553,0.123025526147366,0.193716183379216,0.207822929782274,0.168413184540151,0.117936126099116,0.177562864277866,0.121012557303664,0.219655387098027,0.123826842197336,0.089320344347937,0.131023389002484,0.133956909982859,0.170587593369507,0.0932687142661639,0.185631561599265,0.170343926824292
"X_Ehrharta_calycina",0.11747866991027,0.135346282842872,0.243450833285289,0.129645466544412,0.168282855725377,0.15018397520336,0.0898153329816588,0.231402328015977,0,0.213528913466315,0.278697562861326,0.205019947076026,0.181253878219828,0.156246778770957,0.186093014573419,0.129923502723176,0.245376329234981,0.1401794272028,0.197330791125974,0.279205675860705,0.171066326395271,0.382382746305336,0.277827593450576,0.278580571389287,0.214994912810468,0.237296060120252,0.18631845638575,0.191558689662246,0.212759158683888,0.251505403991859,0.254532070109227,0.283662532605698,0.104539819498129,0.138795515448633,0.246049605545924,0.281093293507471,0.106975995220042,0.184236349415274,0.213857034163039
"X_Fumaria_capreolata",0.130675499297231,0.128027426996943,0.185023989787504,0.130394017847494,0.166389448824416,0.165953463137727,0.0889153762653995,0.187841877522496,0.213528913466315,0,0.240166907445679,0.206470487906845,0.194972723864212,0.161447499104559,0.193069728769229,0.123863657764514,0.193169362538682,0.142502309660737,0.199721873755854,0.258490663147606,0.159613998785709,0.384390131137294,0.249124393576024,0.237484268873039,0.215499486193961,0.238974518138365,0.18636657373041,0.157614091772684,0.207122817953729,0.212069669075386,0.254925637321348,0.247208989066928,0.104345961872863,0.15759775526899,0.210435234742841,0.256442336257891,0.115554186396767,0.181679582374037,0.210480911295359
