"","X_Arctotheca_calendula","X_Bromus_diandrus","X_Cynodon_dactylon","X_Ehrharta_calycina","X_Ehrharta_longiflora","X_Euphorbia_peplus","X_Euphorbia_terracina","X_Celery_like","X_Ficus_carica","X_Fumaria_capreolata","X_Fumaria_officinalis","X_Gladiolus_caryophyllaceus","X_Hypochaeris_glabra","X_Paspalum_distichum","X_Pelargonium_capitatum","X_Phyla_nodiflora","X_Phytolacca_octandra","X_Romulea_rosea","X_Rumex_pulcher","X_Solanum_sp","X_Solanum_nigrum","X_Sonchus_asper","X_Sonchus_oleraceus","X_Submerged_macrophyte","Acacia_cyclops","Acacia_saligna","Austrostipa_compressa","Banksia_prionotes","Baumea_articulata","Baumea_juncea","Conostylis_candicans","Cotula_coronopifolia","Dianella_divaricata","Dichopogon_capillepes","Haemodorum_sp_","Haloragis_brownii","Jacksonia_furcellata","Lepidosperma_longitudinale","Macrozamia_riedlei","Melaleuca_rhaphiophylla","Myoporum_caprarioides","Native_shrub","Persicaria_decipiens","Poaceae_sp","Podotheca_gnaphalioides","Ptilotus_stirlingii","Tetraria_octandra","Triglochin_sp","Viminaria_juncea"
"X_Fumaria_officinalis",0.0137579731621172,0.0146311327300471,0.0454090879175026,0.00373627863011151,0.0215406468560541,0.0240617073948459,0.0217282879260807,0.0354511159283874,0.0413767979766133,0.0526500766615184,0,0.0681857191847673,0.0165870308101475,0.00498525682169396,0.0353691971070979,0.0450727635788309,0.0305579484473302,0.0240863695402054,0.0270060554891549,0.0110495635756617,0.0294733429888599,0.0274592520776417,0.0214273490203962,0.026828083141528,0.0168971900943498,0.0446643453029048,0.0193310443176312,0.0217579420629368,0.0393365519682005,0.0344973520889617,0.0717808391032833,0.0314203200420346,0.0133549275760611,0.039150512195341,0.066085557076501,0.00907204784909802,0.0651076157853179,0.0621088263823762,0.0261604356489014,0.0194584600441207,0.0105666982500547,0.0232333821338125,0.0137081558821342,0.0529991023491629,0.0219833488770765,0.0220159143615946,0.022437178276894,0.0687247670696882,0.0324152537355668
"X_Gladiolus_caryophyllaceus",0.0624220407835909,0.080085627923911,0.259898999958749,0.0547511752364623,0.0911930241372382,0.0561613086807786,0.0481992107610876,0.109565735032577,0.177617463909954,0.134139237667511,0.0681857191847673,0,0.0465805189394356,0.0300597862091295,0.106138123012763,0.142434703635865,0.0640452486639366,0.0611670959595494,0.0991759498883762,0.0460185444008572,0.0755657682245653,0.10514084805566,0.0421993637177351,0.096068943692281,0.112313230556904,0.0783563530280887,0.0962670036431645,0.121782720109264,0.226353924868095,0.168815324345579,0.181490045473214,0.100392228739002,0.044151544087388,0.198764748759884,0.254909105419054,0.0469709102501091,0.227323311005933,0.274969464135036,0.0871065461601453,0.133688224408433,0.0400206598866155,0.0441324130810621,0.0451596054380682,0.147037425575715,0.0683216766813221,0.0640730277504247,0.0641448075308894,0.231451443483225,0.0799141067485985
"X_Hypochaeris_glabra",0.0197374570266738,0.0231529902232977,0.0430267334874007,0.0111589456579934,0.0159062978057936,0.0251136728636842,0.0247285620153699,0.0359829581504932,0.030969843897875,0.0579300097226728,0.0165870308101475,0.0465805189394356,0,0.0122830111617323,0.032318412667186,0.0535886664250532,0.0241229841454978,0.0260351134746075,0.0166634430621554,0.0248129239263618,0.0366808790456255,0.0193945256874937,0.0145804270893515,0.0245489790157062,0.0126079427785256,0.0404140153158317,0.0508371899386241,0.0262503333099857,0.0374105179351554,0.0506079134763613,0.0686908094709207,0.0270433575118411,0.0169069809766227,0.0265772799561617,0.0555675958907156,0.0258789322854453,0.0320343737243707,0.0317637495788191,0.0153889062591262,0.0352045726262135,0.00822466164982321,0.0230789440675493,0.0218413786384094,0.0543111195150029,0.0167660170219677,0.0292725043601017,0.017466183948683,0.0405298209399545,0.0302810069163937
"X_Paspalum_distichum",0.0173982712638794,0.0201886214259839,0.0380284101623245,0.0107002809468153,0.020206985864989,0.0169244555640424,0.0121953577478815,0.0229581257533299,0.0436669569821207,0.0504620160982926,0.00498525682169396,0.0300597862091295,0.0122830111617323,0,0.0131265132925051,0.0304680662596923,0.0337978606442314,0.0191500231425794,0.0157138747197383,0.023042236499028,0.0306206647153605,0.0339982474035788,0.0171812811189587,0.0109335427091391,0.0102996655094639,0.0662754884429519,0.0365643681790414,0.0154017230011935,0.0386627068637375,0.0279183026313524,0.0470074477853381,0.0197980425726005,0.00911049652616157,0.0308274344124489,0.0356049023257161,0.0160001401548339,0.0507451335656217,0.0270667678101667,0.0189083019883199,0.0368053254891359,0.0102307134987501,0.0143827783583282,0.00561495526280067,0.0538523956694251,0.0160462430756741,0.0153410208392415,0.013392205035787,0.0367703795693715,0.020212063500897
"X_Pelargonium_capitatum",0.0346923730217523,0.0537133031898831,0.127289503555972,0.0275334879251609,0.0444586522085736,0.0524302933965215,0.048335535236791,0.0673231083864873,0.0921756974931532,0.122507537335884,0.0353691971070979,0.106138123012763,0.032318412667186,0.0131265132925051,0,0.0804329781823573,0.0588084656206957,0.049105979366632,0.0329723319793291,0.0296820686185359,0.0410469683470262,0.0908100245186921,0.0239404558641068,0.0477964086449604,0.0393363241594328,0.108068788864097,0.0975265805358789,0.0501361920276914,0.128371821257891,0.139159612448886,0.142549997133897,0.0485824954969704,0.0356695950061615,0.0676296321346327,0.170153985971691,0.0441811295437621,0.0863144922189031,0.121474409342941,0.0401535044807846,0.0675771548379664,0.0255217635417077,0.0428369510495126,0.0163692229901076,0.0851402138713458,0.0388439896181267,0.0581043319133578,0.0310896534086533,0.159974469811466,0.0677181088270327
"X_Phyla_nodiflora",0.0439292725863373,0.139917661037695,0.100463650379093,0.0186221967980263,0.0418887856216202,0.133924372811347,0.0761475832890554,0.134607173945563,0.0610743709029975,0.157657003277591,0.0450727635788309,0.142434703635865,0.0535886664250532,0.0304680662596923,0.0804329781823573,0,0.0670530433653033,0.092199504127647,0.0596013386158047,0.0477610389931406,0.0905989393566895,0.0731581792556973,0.0655065634756937,0.0520707778076268,0.0447488022194505,0.143053383627369,0.152343610465297,0.0583850736501299,0.0868198356397102,0.106447701342553,0.148155752618491,0.131733340513434,0.040519970407166,0.0716802534923996,0.171152962100834,0.0573923546928627,0.119263218019311,0.126751518112587,0.0477556598536374,0.117147891339012,0.0415316274611186,0.0703554766554802,0.0349494670631077,0.175200159638385,0.0724371487329828,0.0607592895142721,0.0659738261149238,0.130406342835139,0.0934585027882619
"X_Phytolacca_octandra",0.0303184238284324,0.0577667221819552,0.0847924174794709,0.0307274318230425,0.0633191381646796,0.0331341002402582,0.0281342732385628,0.039600491758427,0.0656326438240992,0.140638877142053,0.0305579484473302,0.0640452486639366,0.0241229841454978,0.0337978606442314,0.0588084656206957,0.0670530433653033,0,0.0533383283489393,0.0349856672356625,0.0531396107547235,0.0522332855358669,0.112198263642234,0.0393346874341646,0.033797449799737,0.0253945986848953,0.175889401616381,0.0716713349551875,0.0331539249500665,0.0907711139502947,0.0839158470147856,0.0834313055709191,0.0498800068482268,0.0172979099018986,0.0474459555673714,0.13823414067805,0.0313047087678451,0.169956057231192,0.0726697554931745,0.0738229675487669,0.0684293435336116,0.0424314779349505,0.0416728163282001,0.0261272678334003,0.15203148891277,0.0326170829488252,0.036477266242068,0.0351774414982798,0.137194538018924,0.0624589050997918
"X_Romulea_rosea",0.0191277132760542,0.0490563630103415,0.041154404195194,0.016615249653047,0.0476749645209198,0.0985716251530079,0.033454434160719,0.0458029808111864,0.0317120023350499,0.0661048723852285,0.0240863695402054,0.0611670959595494,0.0260351134746075,0.0191500231425794,0.049105979366632,0.092199504127647,0.0533383283489393,0,0.0796088831586914,0.0218829508477341,0.0317322139434947,0.043407798104894,0.0417255712264464,0.0361475519875832,0.0197927432311196,0.0984586857052199,0.101423154851469,0.0242934547015096,0.0188371013631024,0.0593218119715764,0.0664351229281437,0.0570199515692012,0.0153770863369544,0.0557684043191279,0.0656063087885975,0.0373446344354947,0.110057046547145,0.0518832428771685,0.0512782250983344,0.0517049367784075,0.0279027628027113,0.0258999284136924,0.0251436035094446,0.0692494437000118,0.0480679474976631,0.0527945744453579,0.0374552342147306,0.0858754027597468,0.0356775528639622
"X_Rumex_pulcher",0.0252137883714967,0.0483674266699347,0.0514896863179456,0.0188268718796203,0.0390893707000934,0.103359898081498,0.0374363734285797,0.0522863061006364,0.0631692636648438,0.0806996303652106,0.0270060554891548,0.0991759498883762,0.0166634430621554,0.0157138747197383,0.0329723319793291,0.0596013386158047,0.0349856672356625,0.0796088831586914,0,0.0173439297333073,0.0389246171118349,0.0374604482172663,0.0438003212137565,0.0419230605365504,0.0249259397108068,0.0933578586812818,0.0739595368182206,0.0525553546239908,0.0479098021589675,0.0679423519630811,0.115240649098351,0.0375763422586302,0.0180093935054048,0.0503803933254359,0.0918587706025606,0.0545532180842294,0.121377290212453,0.0856375279271973,0.0363693538379572,0.0388460275231921,0.0137463112902719,0.0392925931519269,0.0202497511935928,0.0767240570764067,0.0485247771426865,0.0333435642164447,0.0235652082284215,0.0676896507987527,0.0519203478708046
"X_Solanum_sp",0.0266629375033635,0.0347339959955126,0.0594006438696945,0.0156578202552423,0.0268800968870081,0.0107580817349072,0.0180078058895312,0.0278035474444947,0.0671561053592486,0.0911351587914628,0.0110495635756617,0.0460185444008572,0.0248129239263618,0.023042236499028,0.0296820686185359,0.0477610389931406,0.0531396107547235,0.0218829508477341,0.0173439297333073,0,0.0475194242684912,0.0520608835861884,0.0262001517712237,0.0176698312885959,0.0250199761810898,0.0886362314098723,0.0568461812852933,0.0216672999290975,0.0633993495127374,0.0401506073694294,0.0478048132852065,0.0353935689601363,0.0127794276570616,0.0371069496063635,0.0472940817990934,0.0285397343015697,0.0539371696435163,0.0481087854879494,0.0203682130164009,0.050105898519379,0.0212623947073348,0.018232879295344,0.0114494249496198,0.0764044401160874,0.022072815160747,0.0229139967156711,0.0252303426471374,0.076072048931981,0.0253394710510555
