"","X_Avena_barbata","X_Bromus_diandrus","X_Conyza_parva","X_Cynodon_dactylon","X_Ehrharta_calycina","X_Ehrharta_longiflora","X_Euphorbia_peplus","X_Fumaria_capreolata","X_Hordeum_leporinum","X_Hypochaeris_glabra","X_Lactuca_serriola","X_Lotus_angustissimus","X_Pelargonium_capitatum","X_Rumex_crispus","X_Sonchus_asper","X_Sonchus_oleraceus","X_Symphyotrichum_squamatum","X_Unknown_shrub","X_Vicia_sativa","Acacia_saligna","Azolla_sp_","Banksia_littoralis","Centella_asiatica","Eucalyptus_rudis","Melaleuca_rhaphiophylla","Persicaria_decipiens"
"X_Pelargonium_capitatum",0.833711587330053,0.912777786928432,0.830970039555546,0.850003495871347,0.920495880748719,0.932076468119859,0.853627211679108,0.899811238600048,0.812397456296371,0.505951579610266,0.804526396955784,0.569956485709476,1,0.256527959682866,0.573783047720499,0.905806068726653,0.356499321211778,0.607837498371403,0.924663179502941,0.405454610693258,0.285859456033279,0.593519056894816,0.772427058964487,0.760148114895058,0.801570666277021,0.37626407208038
"X_Rumex_crispus",0.262433888080101,0.319197210027242,0.289389577525565,0.3792520652836,0.306602139858921,0.327856674358227,0.370308735703783,0.317693359861828,0.339744823002258,0.152995739801602,0.311113530372046,0.161638259434337,0.256527959682866,1,0.254765783090079,0.32108274958792,0.250932566117496,0.152841591919895,0.316073276501795,0.151676257797697,0.265857303340648,0.264219638938383,0.28958785816072,0.326937264250987,0.288728190656037,0.249749441746372
"X_Sonchus_asper",0.459305595861109,0.523434086388225,0.498679980503818,0.392417768003597,0.577733520590005,0.543371789184867,0.63855185981637,0.61263303644785,0.644296078943015,0.191542845675814,0.597922311025844,0.290392403658249,0.573783047720499,0.254765783090079,1,0.61070038450504,0.312173018652588,0.287768021103654,0.542348862579951,0.248659051669755,0.368959449404452,0.384293640732987,0.395549135842354,0.445359330828102,0.531640909525734,0.369331079320589
"X_Sonchus_oleraceus",0.817353276401254,0.905234262672754,0.840792019919937,0.820501956750018,0.891317250191524,0.906783927958855,0.849708907834331,0.89473486745127,0.831854042409225,0.477524062049452,0.828064106458019,0.573772885159218,0.905806068726653,0.321082749587919,0.61070038450504,1,0.392243134918713,0.624214539845489,0.913193063290252,0.401963076435737,0.36601853295147,0.569556582493098,0.767533865174914,0.742107958343857,0.793171718198968,0.375219638689039
"X_Symphyotrichum_squamatum",0.283945088593395,0.380034153896246,0.33690489540798,0.385863315524743,0.356452706003478,0.358188888704254,0.483837369814318,0.39462034061463,0.488968666710764,0.181513907259923,0.426894672870525,0.2362758947339,0.356499321211778,0.250932566117496,0.312173018652588,0.392243134918713,1,0.192210918689169,0.352700582735492,0.193151711927524,0.288572008925121,0.327323740252681,0.300144740596052,0.384143796014074,0.374420450566721,0.361149216153553
"X_Unknown_shrub",0.391188064233189,0.609038929274,0.459826285908584,0.494975681692816,0.604538584825099,0.641410563039459,0.454049331679351,0.577470474593168,0.48458939739845,0.202796247042924,0.419381617545134,0.233016955060566,0.607837498371403,0.152841591919895,0.287768021103654,0.624214539845489,0.192210918689169,1,0.578988041205079,0.21036818785687,0.164479854962757,0.248028219625542,0.417657120766146,0.412490136868221,0.483458674544399,0.180473892965582
"X_Vicia_sativa",0.837798353120372,0.941863525000186,0.810009279400645,0.902791703033271,0.921071233133053,0.944863010315229,0.847865833344502,0.91871503681538,0.820321828844927,0.527538071726693,0.795307132729539,0.556642953421998,0.924663179502941,0.316073276501795,0.542348862579951,0.913193063290252,0.352700582735492,0.578988041205079,1,0.420160535341054,0.258101343553178,0.587975704007602,0.742310254239513,0.795456933483891,0.839457548264955,0.273330332925159
"Acacia_saligna",0.334516734647842,0.421509408708528,0.41578036319399,0.360246049520436,0.467658039040605,0.387678428384006,0.378862885139997,0.394355162122061,0.36814358714425,0.126504618699252,0.375010005096656,0.180143542239056,0.405454610693258,0.151676257797697,0.248659051669755,0.401963076435737,0.193151711927524,0.21036818785687,0.420160535341054,1,0.20887456374798,0.183102361580759,0.327194164796139,0.342556868343897,0.419835901761058,0.236673764258941
"Azolla_sp_",0.282121576517344,0.254970451384935,0.290701024010166,0.298792826052435,0.291663149969067,0.254186714042075,0.333125342439108,0.346688533514965,0.446901335987274,0.158741767887387,0.416287136830457,0.197538580972843,0.285859456033279,0.265857303340648,0.368959449404452,0.36601853295147,0.288572008925121,0.164479854962757,0.258101343553178,0.20887456374798,1,0.321432011501695,0.33209817217106,0.394655120465568,0.387080463019767,0.436735719116185
"Banksia_littoralis",0.437671818065116,0.554258300106152,0.537203922463373,0.496291388413191,0.575782775457554,0.588891485104998,0.614579089413229,0.630616099522257,0.60919914586893,0.246160576972673,0.597176743545464,0.233294550399107,0.593519056894816,0.264219638938383,0.384293640732987,0.569556582493098,0.327323740252681,0.248028219625542,0.587975704007602,0.183102361580759,0.321432011501695,1,0.373546018092661,0.403990897311395,0.47131225183868,0.311503903113164
"Centella_asiatica",0.559180869140455,0.71225931743842,0.632783289703366,0.732336989421684,0.744182351320236,0.751867747746426,0.575769763885692,0.701134905304563,0.632714549390463,0.273318187556559,0.597682945129981,0.332879823819849,0.772427058964487,0.28958785816072,0.395549135842354,0.767533865174914,0.300144740596052,0.417657120766146,0.742310254239513,0.327194164796139,0.33209817217106,0.373546018092661,1,0.681699396765459,0.718396679343833,0.347283709709652
"Eucalyptus_rudis",0.56609912479085,0.77191967663927,0.599306742483151,0.884109745059622,0.782400778024472,0.831961943055326,0.714304098967241,0.766489608027306,0.692546045393312,0.298787809779613,0.634030548554296,0.415893288297839,0.760148114895058,0.326937264250987,0.445359330828102,0.742107958343857,0.384143796014074,0.412490136868221,0.795456933483891,0.342556868343897,0.394655120465568,0.403990897311395,0.681699396765459,1,0.855204763175461,0.405152501484622
"Melaleuca_rhaphiophylla",0.644745588662319,0.776077361402617,0.677860358196885,0.848360468566796,0.822878584435856,0.826346561232708,0.735389975347542,0.767043031183538,0.717487073780529,0.361797612311475,0.725418249727281,0.471005522938698,0.801570666277021,0.288728190656037,0.531640909525734,0.793171718198968,0.374420450566721,0.483458674544399,0.839457548264955,0.419835901761058,0.387080463019767,0.47131225183868,0.718396679343833,0.855204763175461,1,0.420983112491458
"Persicaria_decipiens",0.267668722917756,0.286728473348583,0.376360842709727,0.364081039273144,0.330932395955159,0.267285538606118,0.413430714671766,0.350474424606213,0.490811327012444,0.156995615410401,0.431763630674394,0.262350019926737,0.37626407208038,0.249749441746372,0.369331079320589,0.375219638689039,0.361149216153553,0.180473892965582,0.273330332925159,0.236673764258941,0.436735719116185,0.311503903113164,0.347283709709652,0.405152501484622,0.420983112491458,1
