"","coefficient","posterior.mean","lower","upper","sd","coefVar","qcd","qcd2","gini","model","species"
"39","intercept","0.945982129001617","-1.06455188728971","2.61700051400829","0.937662541490356","0.991205343889486","0.644265408392957","2.371448779648","0.55624491478234","boral","Acacia_saligna"
"40","meanGW","0.351992048121749","-1.3025351801868","2.25264795205823","0.177300430234587","2.51852891536433","1.47563778120394","3.74185384882513","1.32794246204329","boral","Acacia_saligna"
"41","intercept","0.946517716087491","-1.17412840445926","2.5777178087785","0.989192147046363","1.04508571813666","0.618726140299578","2.67303685942075","0.580360221801906","boral","Azolla_sp_"
"42","meanGW","0.360242993029224","-1.16582060042754","2.29591658887252","0.175904381116464","2.44146846045933","1.4443675529907","3.06322403114043","1.29113454029477","boral","Azolla_sp_"
"43","intercept","1.00212100583997","-0.79915943352254","2.56627393133135","0.874874745433438","0.873023058428087","0.57497301508669","1.90447951676417","0.491790525378409","boral","Banksia_littoralis"
"44","meanGW","0.257584675528364","-1.42471808615836","2.07715427208136","0.168031882188266","3.26168243207005","1.78040562589953","5.36737911507107","1.75623355068802","boral","Banksia_littoralis"
"45","intercept","1.05425305314477","-0.581860232263602","2.44391208189371","0.758882522484931","0.719829570539286","0.475454268170578","1.62496673481911","0.404890797269634","boral","Centella_asiatica"
"46","meanGW","0.438531943943234","-1.10441937990139","2.56669163272524","0.174308607866253","1.98741061254157","1.18545892977762","2.51055233082431","1.06684283703379","boral","Centella_asiatica"
"47","intercept","1.98678538976475","1.0157311503362","2.64419631102295","0.408547549683147","0.205632451188662","0.107142019309622","0.444944654745152","0.10801055666366","boral","Eucalyptus_rudis"
"48","meanGW","0.170152224712872","-1.01180100514198","1.32692289161151","0.120921081299961","3.55332060759162","1.95333085433264","7.42164856575139","1.93225537883078","boral","Eucalyptus_rudis"
"49","intercept","1.52635744888611","0.657805582627534","2.23898954325762","0.389441996100845","0.255144688673711","0.143307882011891","0.545839071082713","0.137312407466367","boral","Melaleuca_rhaphiophylla"
"50","meanGW","0.248796509038152","-0.981648829483824","1.44519717987675","0.127821366449569","2.56879340758692","1.53476389578324","5.23536758852328","1.40731535459016","boral","Melaleuca_rhaphiophylla"
"51","intercept","0.901397880942781","-1.07686542123917","2.66553061737369","0.979223175240886","1.08633844825185","0.704735977108252","2.3556857969311","0.608950328495625","boral","Persicaria_decipiens"
"52","meanGW","0.34964354837879","-1.20369851213678","2.20680676486227","0.174201681898287","2.49113250774992","1.470790968931","3.39993741227087","1.33226022070878","boral","Persicaria_decipiens"
