"","X_Anagallis_arvensis","X_Arctotheca_calendula","X_Avena_barbata","X_Avena_fatua","X_Briza_maxima","X_Bromus_diandrus","X_Carpobrotus_edulis","X_Centaurium_sp_","X_Cirsium_vulgare","X_Conyza_albida","X_Conyza_bonariensis","X_Conyza_sumatrensis","X_Ehrharta_calycina","X_Ehrharta_longiflora","X_Erodium_sp_","X_Euphorbia_peplus","X_Fumaria_capreolata","X_Galium_murale","X_Geranium_molle","X_Hypochaeris_glabra","X_Moraea_flaccida","X_Pelagonium_capitatum","X_Poa_annua","X_Rumex_crispus","X_Senecio_vulgare","X_Solanum_nigrum","X_Sonchus_asper","X_Sonchus_oleraceus","X_Trifolium_sp_","X_Ursinia_anthemoides","X_Vulpia_bromoides","Acacia_cyclops","Acacia_saligna","Banksia_littoralis","Baumea_articulata","Baumea_juncea","Baumea_vaginalis","Cassytha_sp","Centella_cordifolia","Daucus_glochidiatus","Eucalyptus_gomphocephala","Juncus_pallidus","Koala_feed_eucalyptus","Lepidosperma_gladiatum","Lepidosperma_longitudinale","Melaleuca_rhaphiophylla","Myoporum_capraroides","Opercularia_hispida","Patersonia_occidentalis","Podotheca_sp_","Rhagodia_baccata","Scaevola_sp","Spyridium_globulosum","Trachymene_pilosa","Xanthorrhoea_preissii"
"X_Conyza_bonariensis",-0.108858598247696,-0.231809088386371,-0.656823535089246,-0.184994792596028,-0.194106935768916,-0.223879104601269,-0.0766246078839718,-0.0133662599092473,-0.0183620030710017,-0.0941682123688878,1,-0.0216975032547625,-0.11333492827997,-0.0975252982528192,-0.0684278267526406,-0.0963099152856788,-0.303066565683407,-0.0112769773665333,-0.508222610279685,-0.174166302338461,-0.211458207961137,-0.656136652100577,-0.131755706444421,-0.292288383028865,-0.0661827177964194,0.00195856449681939,0.00159848700863648,-0.0669603530442626,-0.14146086468367,-0.0795486515027318,-0.104988303815239,-0.14057944741738,-0.401928371385897,-0.421630793457503,-0.257755907224122,-0.451311260218516,-0.267404681007684,-0.379889237967008,-0.437866536091924,-0.227273553891179,-0.280320641707251,-0.0281349334301153,-0.272479323266787,-0.703440815690587,-0.559836562227,-0.0836220078587341,-0.108407337932741,-0.708847699530881,-0.209486911486679,-0.0974412720237746,-0.23390262363189,-0.0906494321442478,-0.252415422396593,-0.217323068990637,-0.6998510137841
"X_Conyza_sumatrensis",-0.109739187775144,-0.198892282120251,-0.427508194134619,-0.195305486822601,-0.226517729062349,-0.218884414461133,-0.0497018975172734,-0.040938867642995,-0.0264063014604303,-0.128829356565391,-0.0216975032547625,1,-0.100516708177682,-0.0841956919934469,-0.119547120340466,-0.100604653799781,-0.205528899946628,-0.0566755673797528,-0.348413338457394,-0.175703797607206,-0.156743545249177,-0.596263495908837,-0.105282654044508,-0.235490207459183,-0.0350739218324001,-0.0210612641777864,-0.0048023773130627,-0.14185393220176,-0.147487600147826,-0.0694485750711579,-0.11810714289939,-0.147248402014451,-0.288585646239277,-0.537086070847162,-0.397427054616025,-0.580560360752062,-0.430489932589679,-0.286876537022392,-0.552885801983288,-0.242624041964336,-0.1528227969005,-0.00207526491176854,-0.142143878048478,-0.622666706525417,-0.585615563179225,-0.145971533562102,-0.0738271051422223,-0.616707017565448,-0.241199505625846,-0.104702015810532,-0.174519776459974,-0.0639712928972746,-0.321299931117898,-0.205086118997192,-0.627191038332357
"X_Ehrharta_calycina",-0.00506545181892766,-0.0123948528807084,-0.0323306019873744,-0.00634009956550427,-0.011292578478785,-0.00542698007843756,-0.035770654130256,-0.0796651285821189,-0.202091245949342,-0.0826775203477442,-0.11333492827997,-0.100516708177682,1,-0.0276985294445918,-0.0718249924551162,-0.00582859300507533,-0.0818262063864875,-0.12784827486939,-0.0158794687584072,-0.0153337797281755,-0.00752032220947957,-0.0116094091818996,-0.0132575532300578,-0.00489500612550128,-0.0517473790568061,-0.168960029228086,-0.183398809954067,-0.0929306594519715,-0.0226697281884907,-0.0380074870297747,-0.0696491864515338,-0.0144368148496664,-0.0134781885268864,-0.0703380033895807,-0.130983143340503,-0.0667634121629467,-0.105784127571444,-0.00702457504992937,-0.0640788625240524,-0.0109218822211419,-0.070268636702569,-0.205362378407048,-0.0997112655393486,-0.0114416708581622,-0.0271682263540823,-0.18248547972878,-0.00994832590333334,-0.00935510428275372,-0.0750495461147109,-0.0294895365128557,-0.00964837081429624,-0.0168833298364754,-0.0635268417108682,-0.0123997662215569,-0.00864535868028905
"X_Ehrharta_longiflora",-0.0394959296106282,-0.0539185768002534,-0.133317115596579,-0.0700191913853364,-0.0931068024350873,-0.0602765171155058,-0.0383038199980114,-0.0855274579902147,-0.142698863775148,-0.144292216076552,-0.0975252982528192,-0.0841956919934469,-0.0276985294445918,1,-0.128025891339225,-0.0376186087632064,-0.123563466838822,-0.125890347494553,-0.101991955881027,-0.0895101850437895,-0.0556892233385693,-0.17970610747686,-0.0367879545840229,-0.0908851800929771,-0.059740089114693,-0.142282176013272,-0.119887651093944,-0.12492327886408,-0.0824366073577542,-0.0476217287774872,-0.120463547406999,-0.0834583653828235,-0.0782157028921828,-0.290833299392985,-0.309770031975047,-0.290669137877464,-0.290587828189938,-0.106068085420553,-0.300665429515736,-0.0962138202229699,-0.127240674597037,-0.152155186225967,-0.142735922515797,-0.152281088754321,-0.238370496062908,-0.264720530476399,-0.0376175278934371,-0.193148357270065,-0.195595126302867,-0.043837218532066,-0.0488783540505963,-0.0286221511613849,-0.223154917886265,-0.0527831772046167,-0.199370745985454
"X_Erodium_sp_",-0.0293599709120447,-0.179523353579723,-0.521375235119591,-0.0448339744579377,-0.0426697503349822,-0.0946002162081248,-0.184007255245928,-0.0198391547131829,-0.261362447442786,-0.00225279132166768,-0.0684278267526406,-0.119547120340466,-0.0718249924551162,-0.128025891339225,1,-0.0329871747094198,-0.48364450265694,-0.0122747699508412,-0.33547063773259,-0.0397785034545483,-0.150591214916655,-0.245827836751518,-0.125150017066951,-0.1044949753038,-0.13624858432594,-0.106010937370869,-0.177797265552537,-0.0225908393331357,-0.0240186661713252,-0.0386981632254884,-0.00579278284381948,-0.0251921555787598,-0.2633248715782,-0.0441576969810874,0.00133096856243307,-0.0425012351647309,-0.00533374650824039,-0.17151781426411,-0.0450720337447345,-0.0793353692019607,-0.474681713795323,-0.239535763562936,-0.497934509726987,-0.383121668994367,-0.112880266016722,-0.0157523766966767,-0.0581599339142685,-0.269142074618546,-0.028946583411036,-0.0712255583429569,-0.15496603758534,-0.118455955437986,-0.012892112750241,-0.134924895781823,-0.268949938233861
"X_Euphorbia_peplus",-0.007508121584459,-0.0273544645338838,-0.0632454039142234,-0.00209587086485266,-0.00265673898633855,-0.00760422530836473,-0.0633317638932486,-0.0561610020279028,-0.239031685495296,-0.0346477683143215,-0.0963099152856788,-0.100604653799781,-0.00582859300507533,-0.0376186087632064,-0.0329871747094198,1,-0.170020608779559,-0.0659314290436119,-0.0414062497683536,-0.00507440740368791,-0.0208474618496233,-0.0105520294009685,-0.0327789853350416,-0.00578499848791107,-0.0803309797816207,-0.154506797934973,-0.204748701021786,-0.0496645965557139,-0.00893523343072779,-0.022828011097961,-0.0295580404684996,-0.00601114732279854,-0.028540358887133,-0.0322504207459579,-0.0620567601948113,-0.0288607554901954,-0.0547849793452096,-0.00981028145600807,-0.0260026771628072,-0.0076555659069153,-0.146238749792012,-0.220539146968633,-0.18639096209113,-0.0189270536718809,-0.00345055139962796,-0.117725182692312,-0.0110640952792197,-0.0135518590989428,-0.033347825019772,-0.0327672575394954,-0.0200175642566356,-0.03570542453648,-0.0269960733875255,-0.0214593033851739,-0.0140461166060407
"X_Fumaria_capreolata",-0.275379466662683,-0.118048840882869,-0.042671210653311,-0.297416491503435,-0.385883925895467,-0.211025849561711,-0.027800678475457,-0.317299704244647,-0.139299282169486,-0.5965011109352,-0.303066565683407,-0.205528899946628,-0.0818262063864875,-0.123563466838822,-0.48364450265694,-0.170020608779559,1,-0.507588999309553,-0.107641135567595,-0.372764081560133,-0.108842455992079,-0.544079452405041,-0.0267095126041794,-0.312351632700839,-0.066304153572664,-0.361492176784413,-0.134217293471005,-0.478349512483672,-0.409528540736065,-0.238723582290689,-0.513654852613004,-0.349102042813008,-0.134150364785284,-0.904890560811778,-0.910162711345979,-0.896734966820608,-0.868597286536955,-0.29071638935867,-0.909617444969073,-0.430307233315673,0.154915245634229,-0.176643075703676,0.142568579446115,-0.300532264902361,-0.735855369715988,-0.680837708130901,-0.150805482283712,-0.548361511599512,-0.761387611165057,-0.187530056241886,-0.102768743814749,-0.026597349865507,-0.698837342481732,-0.212857145778129,-0.541612105888357
"X_Galium_murale",-0.0594586561921979,-0.292455653468494,-0.624023395416375,-0.0951558976876266,-0.0943442135974901,-0.171001671508552,-0.140467508261112,0.0025022130657305,-0.0995084853055117,-0.00197477676142401,-0.0112769773665333,-0.0566755673797528,-0.12784827486939,-0.125890347494553,-0.0122747699508412,-0.0659314290436119,-0.507588999309553,1,-0.48982601231621,-0.0843063872798334,-0.259500778630408,-0.418236976287069,-0.166287514464199,-0.230140819865474,-0.138490843316101,-0.00656286991341977,-0.0486503809798653,-0.016076823196857,-0.0480835578952082,-0.0620555561360762,-0.018968331359542,-0.06483298706085,-0.456701570559507,-0.0737051016330081,0.0101070163054415,-0.0805665352238612,-0.028142499859019,-0.309237467303746,-0.0823110064111547,-0.186898513973194,-0.432740748930987,-0.10229578560935,-0.473952204198075,-0.600176060025295,-0.206844773957917,0.0310476771355171,-0.0998083465090029,-0.454012810529977,-0.0716664704112576,-0.0927072110784606,-0.252616277094986,-0.134307700208489,-0.0294429116076747,-0.241291675557505,-0.450555969708962
"X_Geranium_molle",-0.0684981395308927,-0.0222331464392294,0.0162302550276353,-0.067939543693019,-0.104540030798312,-0.0360008819019778,-0.0608142175085216,-0.346336064149274,-0.633640153193714,-0.377970802384053,-0.508222610279685,-0.348413338457394,-0.0158794687584072,-0.101991955881027,-0.33547063773259,-0.0414062497683536,-0.107641135567595,-0.48982601231621,1,-0.139859533918221,-0.0115746003015287,-0.0426772592550283,-0.00433200454191469,-0.0354137049170681,-0.184128497278344,-0.570810606834558,-0.585062605448088,-0.381872902461882,-0.15919981374013,-0.185799397154987,-0.348365272042893,-0.111924595181333,-0.0026680659856861,-0.54729775013345,-0.717454855413401,-0.493974864125518,-0.625572303799039,-0.00984572495247368,-0.548868703389888,-0.0984177931547301,-0.0921777981433561,-0.568483419253195,-0.155873200495944,0.0142124429468553,-0.242630386152188,-0.707295440196299,-0.0386905023821153,-0.0559927262098994,-0.447723645729462,-0.129701678631553,-0.00131827288779379,-0.0330990960846823,-0.397369358237917,-0.04273294882637,-0.0445177076992421
"X_Hypochaeris_glabra",-0.0183363373932206,-0.0943276186276801,-0.177555605496086,-8.42104647011942e-05,0.000272214238250153,-0.0142284121248084,-0.139012463937804,-0.086009918381307,-0.402452208409404,-0.0343430737336947,-0.174166302338461,-0.175703797607206,-0.0153337797281755,-0.0895101850437895,-0.0397785034545483,-0.00507440740368791,-0.372764081560133,-0.0843063872798334,-0.139859533918221,1,-0.0550752229782531,-0.00231543860546781,-0.0803253160842768,-0.0160982166680445,-0.175495883876685,-0.23875916787641,-0.331458503815164,-0.0593750418826438,-0.00669060238308654,-0.0392599404387063,-0.0259356633105733,-0.00504600001679882,-0.0921630560784638,-0.00945727591451974,-0.057131357982376,-0.00567585572844144,-0.0333208593015415,-0.0247989090313758,-0.00857899505677713,-0.0132335457435195,-0.334739324348485,-0.401613372906758,-0.411672984318222,-0.0540980272514998,0.0154641317107814,-0.127241255779238,-0.0243310753106085,-0.000293435689783711,-0.0278258099537021,-0.064660445485711,-0.0606362224446983,-0.0782100420552037,-0.0119790317021499,-0.0592752844181248,-0.000903224720056482
