"","X_Bromus_diandrus","X_Conyza_sp_","X_Cynodon_dactylon","X_Cyperus_sp_","X_Ehrharta_calycina","X_Ehrharta_longiflora","X_Fumaria_sp_","X_Geranium_molle","X_Lactuca_serriola","X_Pelargonium_capitatum","X_Phytolacca_octandra","X_Rumex_crispus","X_Solanum_nigrum","X_Sonchus_asper","X_Sonchus_oleraceus","X_Typha_orientalis","Baumea_articulata","Baumea_juncea","Centella_asiatica","Dipogon_lignosus","Eucalyptus_rudis","Hardenbergia_comptoniana","Jacksonia_sternbergiana","Lepidosperma_longitudinale","Melaleuca_rhaphiophylla","Persicaria_decipiens","Rhagodia_baccata","Solanum_symonii","Spyridium_globulosum"
"Baumea_juncea",0.472720122702005,0.299015697788351,0.706072582456339,-0.175583965706007,0.146841396354707,0.483540339530478,0.181528426808,-0.120454002332052,0.208141845401386,0.601197979109634,0.168474385786223,-0.382162424379227,0.88271355118015,0.361485834537344,0.758844899268087,0.263524936746969,0.52871342388641,1,0.481575023828175,-0.0921764129665575,0.375099487227422,0.00541914237028203,-0.416457467866537,0.904206898766915,0.352046987940812,0.330606373417413,0.702325791604254,0.0968158567719923,0.684601341756856
"Centella_asiatica",0.0483874058987862,0.0860240231790329,0.416438415304928,-0.10867987143835,0.131581805815911,0.0735261112410011,0.0447123400613116,-0.101403549205453,-0.0564547172873349,0.262775723305012,0.00339922133560938,-0.242506830420162,0.443527390612481,-0.00211406343292521,0.289352752586689,0.231403828961067,0.375246099058364,0.481575023828175,1,-0.0845279294720798,0.155304975126383,-0.0115109569257118,-0.197066595711549,0.463411765567365,0.341169682428671,0.199563102981851,0.309224245496802,-0.0610326723998426,0.230241815953505
"Dipogon_lignosus",0.0215536520772248,-0.00427629951369419,-0.0852915174937149,0.0227884618535208,-0.0310334833449436,0.0128054954652369,0.000108868025382607,0.023477208708458,0.0348337448034995,-0.0414144060895863,0.00961353307419741,0.0595681132662553,-0.0812174050741129,0.0343476524625099,-0.0358454773264749,-0.0580151751175462,-0.0864865178626664,-0.0921764129665575,-0.0845279294720798,1,-0.0246829389904544,0.0055413495846629,0.039705464784496,-0.0858954227290785,-0.0853379121651218,-0.0392353832181892,-0.0467679074472748,0.0300680135743858,-0.0240590384333108
"Eucalyptus_rudis",0.300006584761573,0.160424988833535,0.275237057787273,-0.0641814032256119,0.0379313197359984,0.293105741083203,0.103976027169055,-0.0344114969054379,0.167470003974178,0.282589253128107,0.109948768799631,-0.144696036572159,0.382081878412346,0.246652892349383,0.376286372217622,0.0667382109452014,0.173331317477155,0.375099487227422,0.155304975126383,-0.0246829389904544,1,0.00815432181592662,-0.189362180130688,0.385602657821323,0.0758755059937942,0.130464623714138,0.323245937886154,0.0960589064294728,0.352712038343777
"Hardenbergia_comptoniana",0.0394580494108531,0.0144003904743845,-0.00513968899514465,0.00401904909285386,-0.00689917034597165,0.0380661411166451,0.0115085364014001,0.00522345527348957,0.0266701433452177,0.0129248366228597,0.0184234371936546,0.018838411586478,0.0106199484125994,0.0391844167843614,0.0265195236871442,-0.0163264691625246,-0.0158367005439648,0.00541914237028203,-0.0115109569257118,0.0055413495846629,0.00815432181592662,1,0.00409737548068007,0.00858402746211056,-0.0200221159017015,-0.00124366485398197,0.0209264897220088,0.0220529942215688,0.0310226968035701
"Jacksonia_sternbergiana",-0.277037877020222,-0.159350994202008,-0.315403154749269,0.0814748786174546,-0.0563194866266981,-0.274602772972887,-0.0989211503900577,0.052843419546805,-0.139132405640367,-0.299345299395252,-0.100114296702992,0.180721503385796,-0.417643814008322,-0.217946382401812,-0.386350223943767,-0.100703602245549,-0.224679558288047,-0.416457467866537,-0.197066595711549,0.039705464784496,-0.189362180130688,0.00409737548068007,1,-0.424223237962899,-0.125283522459117,-0.145850549632345,-0.340368154147093,-0.0743302356222177,-0.349933343228024
"Lepidosperma_longitudinale",0.515427434904739,0.314868103154388,0.701345276043281,-0.173379504290391,0.137540944496763,0.521957058600753,0.195063661376299,-0.114348411965658,0.240873618660371,0.615484273660845,0.186096490614528,-0.376451465449978,0.89196134587902,0.401583603243183,0.785952990264939,0.247145797252916,0.512171449579242,0.904206898766915,0.463411765567365,-0.0858954227290785,0.385602657821323,0.00858402746211056,-0.424223237962899,1,0.323895826405137,0.327165736127652,0.717423393885296,0.120344773842425,0.715087542444159
"Melaleuca_rhaphiophylla",-0.141201829919733,0.000665938589425922,0.337024981332366,-0.0957746562137988,0.137102856185522,-0.100716711731245,-0.0192782362131234,-0.0991968435750351,-0.17291730215775,0.145186140187207,-0.0696136164525352,-0.212646081467348,0.298916699735276,-0.16665481236715,0.108303409357225,0.245882223655468,0.359456657495196,0.352046987940812,0.341169682428671,-0.0853379121651218,0.0758755059937942,-0.0200221159017015,-0.125283522459117,0.323895826405137,1,0.155621998787344,0.17447602940413,-0.135891868751418,0.0482582612184003
"Persicaria_decipiens",0.13505538920315,0.0985414615710953,0.267424702620055,-0.0689576520894395,0.0648574203941631,0.141595178052123,0.0585757993218907,-0.0509021922736264,0.0466201989977385,0.209404022781144,0.0427283125684469,-0.151013293323343,0.318752814063973,0.0952006032324439,0.257623015695738,0.109942045360325,0.206004389395961,0.330606373417413,0.199563102981851,-0.0392353832181892,0.130464623714138,-0.00124366485398197,-0.145850549632345,0.327165736127652,0.155621998787344,1,0.243208488842504,0.0167356262547165,0.227865791379183
"Rhagodia_baccata",0.515781112376998,0.286373731824041,0.519389293888389,-0.12632797710349,0.0789236304036585,0.510273778613456,0.181686223501741,-0.0693495972735168,0.276944109966207,0.510853413117955,0.190267364735757,-0.256841475561118,0.707559763486153,0.420717139093393,0.676381638221155,0.142035483921112,0.349207979886321,0.702325791604254,0.309224245496802,-0.0467679074472748,0.323245937886154,0.0209264897220088,-0.340368154147093,0.717423393885296,0.17447602940413,0.243208488842504,1,0.154912342887255,0.630515013907213
"Solanum_symonii",0.297338998494179,0.122697124317245,0.0312475453361872,0.00289296009845913,-0.0432686315555529,0.271297253343153,0.0891080890619826,0.0240822194860607,0.213743508384035,0.135584014725389,0.123362022790123,0.00869442216001237,0.129524917431769,0.274563768318906,0.223642994463523,-0.0784221765020249,-0.0533570787457226,0.0968158567719923,-0.0610326723998426,0.0300680135743858,0.0960589064294728,0.0220529942215688,-0.0743302356222177,0.120344773842425,-0.135891868751418,0.0167356262547165,0.154912342887255,1,0.240734994355401
"Spyridium_globulosum",0.668044490368812,0.334441331780648,0.476278501640508,-0.105909665445201,0.0390472561422383,0.642504751107761,0.221192586235456,-0.0428694608734213,0.398596470489542,0.545145050639558,0.255348558168798,-0.228730875273349,0.715059263830182,0.565955639204242,0.754064361188633,0.0684987245262589,0.262543462150488,0.684601341756856,0.230241815953505,-0.0240590384333108,0.352712038343777,0.0310226968035701,-0.349933343228024,0.715087542444159,0.0482582612184003,0.227865791379183,0.630515013907213,0.240734994355401,1
