"","X_Aira_sp_","X_Bromus_diandrus","X_Carpobrotus_edulis","X_Cerastium_glomeratum","X_Conyza_parva","X_Conyza_sp2","X_Cortaderia_selloana","X_Crassula_sp_","X_Ehrharta_longiflora","X_Exotic_sp1","X_Hypochaeris_glabra","X_Lactuca_serriola","X_Lotus_angustissimus","X_Lysimachia_arvensis","X_Medicago_sp_","X_Phytolacca_octandra","X_Polypogon_monspeliensis","X_Solanum_nigrum","X_Sonchus_asper","X_Sonchus_oleraceus","X_Symphyotrichum_squamatum","X_Trifolium__glomeratum_","X_Unknown_grass1","X_Unknown_grass2","Astartea_scoparia","Austrostipa_sp_","Banksia_menziesii","Baumea_articulata","Beaufortia_elegans","Caladenia_sp1","Callistachys_lanceolata","Cassytha_racemosa","Cotula_australis","Eucalyptus_rudis","Euchilopsis_linearis","Eutaxia_virgata","Hypocalymma_angustifolium","Hypolaena_exsulca","Isolepis_cernua","Juncus_pallidus","Kunzea_glabrescens","Lepidosperma_longitudinale","Lobelia_sp_","Loxocarya_sp_","Melaleuca_preissiana","Melaleuca_rhaphiophylla","Microtis_media","Nutsyia_floribunda","Podotheca_gnaphalioides","Pteridium_esculentum","Pterostylis_sp1","Pterostylis_sp2","Pultenaea_reticulata","Scaevola_alata","Senecio_sp_","Stylidium_repens","Trachymene_pilosa","Waitzia_suaveolens"
"X_Hypochaeris_glabra",0.0390060360039447,0.0711363529475448,-0.102148513815679,0.0379649964941516,-0.181273565138642,-0.166184717120463,-0.170996740360785,0.0534721923602621,-0.00836846009079615,-0.0427861840374265,1,-0.0345626853153579,0.110095521963786,0.0671015240222884,0.0166689600759616,0.0739386529972957,-0.0117365079788542,-0.288883913005827,0.179169526217297,-0.122692901785561,0.201960733960927,-0.0276836676370259,0.0399885365551926,0.312421942628239,0.213055020653321,0.0820455321319146,0.342074694736521,-0.0227586449242776,0.215763373477373,0.0251480556303492,-0.135706040030531,0.339322963714569,0.0531838042911197,-0.248987405799517,0.25687123068159,0.117319699148207,0.365605446448926,0.410159574759951,0.262212849847519,-0.275378039218764,0.441067015213999,-0.16913374047244,0.0712717997903793,0.174299349937369,-0.181008233785362,-0.195436907033568,0.0159643159670788,0.448282110349564,0.397361272476098,0.0665048487804668,0.0596688448651408,0.068113005436185,0.384563281263203,0.00685164638941517,-0.0240860956127632,0.0459524525527033,0.171078615213159,0.0460650175548312
"X_Lactuca_serriola",-0.0146711125919653,-0.0040308547662214,-0.0406034586139224,0.0026084262087051,0.0776511084792546,0.088326862490661,0.077444909309669,-0.0133962530782051,0.00499227030414413,-0.0256232085275841,-0.0345626853153579,1,0.0354871986579402,0.00958929278006165,0.0419561211842192,-0.0167179544005336,-0.0110997509368439,0.0559733029901761,-0.0209383908841897,0.0902191349172672,-0.0311719477160479,0.0301873419736827,0.00176967028210068,-0.0213051830547444,-0.00910164110985506,0.00526634177759687,-0.114971521437801,0.00115738606449084,-0.0601285214882053,-0.0114117541534116,0.0128900439861481,-0.0957625929190099,0.0014851652237855,0.0698565739790547,-0.0744028396513382,0.0258450565063839,-0.0835413364902955,-0.0682377268641803,-0.055135625515949,0.0430826790447895,-0.0519449323830684,0.0157742582190721,0.00839782354943506,-0.0590302832773813,0.0809200894766124,0.0805587605800327,0.00372254300704465,-0.100144159352032,-0.083045055532273,0.0714630286629038,-0.0126537529693347,0.027174917871068,-0.0941861683412392,-0.0148364480763385,0.0792202141827415,-0.0264111658853421,-0.0150929062707389,-0.00856514398018777
"X_Lotus_angustissimus",-0.0425530241753987,0.0177983202057322,-0.20492400585434,0.033134093492442,0.246142837175684,0.239761363182392,0.140565730585015,-0.0229265425732446,0.0169030380852526,-0.101134368450987,0.110095521963786,0.0354871986579402,1,0.0656245354899876,0.2154418195619,-0.019847523989412,0.0185435448267661,0.0823878146336341,0.137725340087213,0.228776146724793,0.0786332968007288,0.124335658520907,0.016906853218032,0.162927235398527,0.152110356209036,0.0680311709368104,-0.167630475095388,-0.0260452325661664,-0.0729316811728316,0.00801848421479002,-0.0964574790282242,-0.196907389867174,0.0877952453584263,0.14678831163932,-0.0596730481693551,0.184592802765176,-0.00211371972291455,0.0264437835652319,-0.096555715590691,-0.0447007492758005,0.173854619166494,0.0184061274417485,0.118656366153198,-0.0434309316982606,0.199877833164633,0.157868683058929,0.00464265645047569,-0.100175761151345,-0.0468790555011162,0.394392668673266,-0.00838450971560765,0.188442140986076,-0.154601280126145,-0.0331431565772849,0.26531195314484,-0.114587946949805,0.1174166147233,-0.00310179944765081
"X_Lysimachia_arvensis",-0.0295032576071174,0.00937807089987213,-0.0250159294709419,0.0112728282644076,0.0666323416505956,0.0773587375122978,0.0134964404427463,-0.000897258960642806,0.00136221276670725,-0.00602268133466954,0.0671015240222884,0.00958929278006165,0.0656245354899876,1,0.0214015738467099,0.0201256301296784,0.0104215426771345,-0.0262855011997594,-0.0209735692925996,0.0213940467026209,-0.00675506574529315,0.0419586246941646,0.00671494273324019,0.0298579489520759,0.0159629016227848,0.00606808093776269,-0.040581650155998,0.0186168979586585,0.00460573901723623,-0.00838095410458014,-0.0260094245720881,-0.0229951577634398,0.0325844965171383,0.022559525949392,-0.000625188754126109,-0.0117457002932802,-0.0148295963738415,-0.0178369974873467,0.0062270673244798,-0.0221256747748542,0.0759566677822893,-0.0186040187400493,0.0121547439104572,0.0200222708666625,0.0124603570179323,0.00435151786649182,-0.00524993900477421,-0.00541249569572685,-0.0248553668585169,0.122906140706976,0.00447705242640289,0.00802904940196058,-0.0613164745353855,0.0281180832163235,0.0592915267608088,-0.00247134086376559,0.0128150198247946,-0.0037673894302165
"X_Medicago_sp_",-0.0284505443155995,0.0142544805156772,-0.148539813301035,0.0338061536630148,0.182705149401385,0.17166127875925,0.11282723217134,-0.0183779866601864,0.0145128445544253,-0.0815564366160108,0.0166689600759617,0.0419561211842192,0.2154418195619,0.0214015738467099,1,-0.0255186437822632,0.0062130962667759,0.0978455908163546,0.06900965057399,0.192724782937913,0.0469794119310302,0.0824506566026367,-0.00051387662185764,0.0747565981426149,0.0817413875240769,0.0301006303204005,-0.15575620358165,-0.00566244540050473,-0.0502027042507994,0.000260693492759522,-0.0673951855511804,-0.153294922643926,0.0399202685573525,0.115404785674942,-0.08882457336624,0.148830866864461,-0.0476106233057072,-0.00633647104421705,-0.0892327093583487,0.0167543125358848,0.0393038607794631,0.00624504051936678,0.0760032653210652,-0.026810566992095,0.1805044837506,0.143342005259002,-0.0270925328519668,-0.109234030670766,-0.0672906399205109,0.258438019363609,-0.0127065199145288,0.125307117447961,-0.13631087472729,-0.0289155796962264,0.188070018523694,-0.0837951125207213,0.0500394225973186,-0.00132601033846804
"X_Phytolacca_octandra",0.00983820277950224,0.0124992170851076,0.0284928966872268,0.00240109201772084,-0.0655297872213158,-0.0713592160064769,-0.0794407242151263,0.0266459921923445,-0.00638042643148424,0.013359473237971,0.0739386529972957,-0.0167179544005336,-0.019847523989412,0.0201256301296784,-0.0255186437822632,1,0.00976532854723193,-0.085719091169315,0.00683135953532655,-0.0772398004368609,0.0299674125259654,-0.0271608085614929,0.00216992761676705,0.0409019888070707,0.015896511627889,0.00652736958197244,0.109131210820863,0.0106893897639652,0.087306226763745,0.00324624705269365,-0.031128249084929,0.106754412598661,0.00851853033222242,-0.0752613796558133,0.0747287077900231,-0.0228321774185033,0.0911666195319757,0.0867441289434918,0.0812352523021255,-0.0583834596916364,0.0850817236877402,-0.0379866068875525,-0.000631035057433088,0.0814338397657922,-0.0846749274312346,-0.086672218599472,-0.0102260677641539,0.111775574651403,0.0990072560807526,-0.0406855724993838,0.0215709720089434,-0.0282055508583841,0.108715142819896,0.0181469296400563,-0.0593879950265066,0.0304787733061285,0.0356575497952768,0.0114623123309438
"X_Polypogon_monspeliensis",-0.00844927521293559,-0.00629975022977412,0.0271289456934433,-0.00142518007232489,0.0113493103760056,-0.00349688428035021,-0.018029086050064,-0.00195295035675458,-0.00148426530205241,0.0209161243411627,-0.0117365079788542,-0.0110997509368439,0.0185435448267661,0.0104215426771345,0.0062130962667759,0.00976532854723193,1,0.00251615907992994,-0.0104954677825313,-0.0248499515238132,0.000971406068956618,0.00534031349721157,-0.00679625653152853,-0.0097180378103251,-0.00462905282118747,-0.0105732374032757,0.00574081730142594,0.00946197459786769,0.0137405796078711,0.00419751108491365,-0.0069647664888625,-0.00308559867917042,0.0103329891425948,-0.000276843469295301,0.0217975627318776,-0.02606909940582,0.00209487364525711,-0.00902513041668107,-0.000706552888015827,0.00858570615686867,0.0208814785405762,0.0144597065153219,0.000369724419915342,0.0370276972733598,-0.0106629549152723,-0.0258201416666633,-0.0155445509740161,-0.00581861890506447,-0.0032017303443173,0.0140010226221409,-0.00295925662820436,-0.0129314940335002,-0.0268596017964727,0.019416249225222,-0.0219344910166159,-0.00488221242875875,-0.00283151667580111,-0.00629423049823928
"X_Solanum_nigrum",-0.0587140701324146,-0.0557167406670814,-0.0301148094852927,-0.0182586563905396,0.289563177701565,0.306878718594551,0.256352790981652,-0.077305415909955,0.00635708217755178,-0.0259307313646766,-0.288883913005827,0.0559733029901761,0.0823878146336341,-0.0262855011997594,0.0978455908163546,-0.085719091169315,0.00251615907992995,1,-0.0961936955381393,0.241155107770768,-0.150413373919475,0.0894170660862851,-0.0169513320219,-0.212307985360513,-0.118915440839293,-0.0350390010940439,-0.402824745017922,0.0243224042062878,-0.287659368332058,-0.0178122412843558,0.0746766441405968,-0.401676930763815,-0.00980281523941721,0.315635458170505,-0.286377236499752,-0.015640171616165,-0.375407037477246,-0.403088660712042,-0.289006231695486,0.248934646831733,-0.307123740417839,0.179858497750312,-0.0119316473348309,-0.215677100504984,0.271981688139846,0.295234096141802,0.0115899054811144,-0.440650820059665,-0.432623612239609,0.131990520824533,-0.0700286779056829,0.00846378278509122,-0.450534389904832,-0.0443901730036364,0.191060281845242,-0.100548829543733,-0.128505661720505,-0.0459455808326986
"X_Sonchus_asper",0.0329985952155033,0.0298021305435323,-0.137065961193239,0.0265948032046943,-0.0525294061362027,-0.0461524668570339,-0.0475815521000592,0.0177939210102317,0.00379427784874118,-0.0725088329481822,0.179169526217297,-0.0209383908841897,0.137725340087213,-0.0209735692925996,0.06900965057399,0.00683135953532655,-0.0104954677825313,-0.0961936955381393,1,0.0105760671253874,0.180267949144748,-0.0165749372197392,0.0221755644947746,0.2240411960944,0.19646912319592,0.0704639398085185,0.15947991114705,-0.0594361537658755,0.0829038733164518,0.0225316398209965,-0.0617140941739731,0.102283674625508,-0.000353979596326912,-0.104402262465173,0.117877393716974,0.208104115910899,0.231418015126284,0.247069509276117,0.0507935094859587,-0.122719240597293,0.231252999536556,-0.0618413328359377,0.053076561595658,0.0281213262527479,-0.0335696564697354,-0.0300349260315241,0.010775736011007,0.189258552217972,0.221289681473986,0.0854853703557806,0.0372853614440101,0.112149665450101,0.217345192693439,-0.0516939761413653,0.0484090882115708,-0.0365145370207333,0.123916794174648,0.011257703726073
"X_Sonchus_oleraceus",-0.059767031909079,-0.0173287815483311,-0.211538031466894,0.0237545185556541,0.345386126210462,0.378862982244332,0.308351329057017,-0.0530241966320839,0.0196340405241783,-0.107880184201312,-0.122692901785561,0.0902191349172672,0.228776146724793,0.0213940467026209,0.192724782937913,-0.0772398004368609,-0.0248499515238132,0.241155107770768,0.0105760671253874,1,-0.0681638016891124,0.162494251382983,0.00116009024545389,-0.0243169556409437,0.0128942158470527,0.0183984037569779,-0.442160062514361,-0.0303159838469488,-0.234730369774086,-0.0228027474683921,0.0173962087118758,-0.400621851525046,0.0207854392643946,0.307539016921287,-0.262680654141657,0.185611397549744,-0.275137582531794,-0.226072195722844,-0.237812985450757,0.141629601102798,-0.133219120265701,0.0784059070639862,0.0741939485787337,-0.230956373429095,0.366418801873628,0.340759866442335,0.0338833682643708,-0.385015585995413,-0.328445585349567,0.391146959478809,-0.0530812086169717,0.164123682628815,-0.387556573165102,-0.0538154499544109,0.360668212017755,-0.1491149429131,-0.0164948780474164,-0.0332935575106039
"X_Symphyotrichum_squamatum",0.0402484361650872,0.0394556534122553,-0.0469597255515072,0.0236378007631025,-0.111469097663967,-0.136627091619126,-0.124627785955753,0.0315152519517676,-0.00159766195777519,-0.0371373411122276,0.201960733960927,-0.0311719477160479,0.0786332968007288,-0.00675506574529315,0.0469794119310302,0.0299674125259654,0.000971406068956615,-0.150413373919475,0.180267949144748,-0.0681638016891124,1,-0.0290866576441419,0.0324960368671797,0.210144853009814,0.152731532739899,0.0418444963116605,0.242996234716117,-0.02521507434241,0.177413632089632,0.0294576507907491,-0.0968218478085473,0.199804948444034,0.0195637242537007,-0.159937760846599,0.170299049542102,0.123947435421727,0.272919737057681,0.270832142924807,0.164548372579829,-0.171321164068378,0.244355800567768,-0.103202764372249,0.0461016380054714,0.127125831429025,-0.114895666756287,-0.1299032342516,-0.00971952803268916,0.254605056836792,0.275480329775583,0.00158760412247166,0.047078969244418,0.0912341740888172,0.285806970960529,-0.0166501797484945,-0.0469043585547538,0.0285219565767367,0.154116520022694,0.0231247258511484
"X_Trifolium__glomeratum_",-0.0374176496918005,-0.00374081669348089,-0.0867097081764315,0.0144790221369306,0.170417193516082,0.175939314272028,0.125571619893572,-0.0184011355399165,0.0083035882452537,-0.0294509832387016,-0.0276836676370259,0.0301873419736827,0.124335658520907,0.0419586246941646,0.0824506566026367,-0.0271608085614929,0.00534031349721157,0.0894170660862851,-0.0165749372197392,0.162494251382983,-0.0290866576441419,1,0.000756575969150936,-0.00354289108273587,0.00359617935306654,-0.00277250289238337,-0.183209696581033,-0.00843931312860071,-0.107867873502609,-0.00626376304366906,-0.00579607971216472,-0.170255149357842,0.030994509349534,0.136550764215815,-0.0890758918106079,0.0611818302964575,-0.115160681449433,-0.100017419841382,-0.0935357079174256,0.0474395884391138,-0.0159830301085388,0.0338734248028908,0.0449300611362949,-0.0780178554059862,0.163164682608782,0.130641272823005,0.00648022125853624,-0.154397120902425,-0.150612863429787,0.224573746006792,-0.0229417226761214,0.0701339835379874,-0.198366354496515,0.00280201735388711,0.15976521285835,-0.0568355726033208,-0.00564333613695308,-0.0158837800023582
"X_Unknown_grass1",0.00742108555629964,0.00460179139307352,-0.0170336566750766,0.0011927973163447,-0.00953306965832791,-0.0125413428354471,0.00484025735902108,0.00519009353143306,-0.00214932745522734,-0.00916296796538957,0.0399885365551926,0.00176967028210068,0.016906853218032,0.00671494273324019,-0.000513876621857641,0.00216992761676705,-0.00679625653152853,-0.0169513320219,0.0221755644947746,0.00116009024545389,0.0324960368671797,0.000756575969150935,1,0.0314110918558929,0.0242069464125554,0.00961427322512838,0.0302948491032424,-0.00261574803141623,0.00161746508756169,0.000470384161985387,-0.00934042739206633,0.0225498553598975,0.0040551690186983,-0.0206566280494627,0.0143297402960437,0.0160111703166127,0.0207803798428437,0.0268180215057732,0.0259658894197128,-0.0190604459447822,0.0344673196910797,-0.0103450795593811,0.00538426632092164,-0.00361636185702511,-0.0111588300681802,-0.00737978863592709,0.00375348598158327,0.0298954414730308,0.0360291628227608,0.0093150995052244,0.0115444843191803,0.0159574646606415,0.0393172811639478,-0.00476449770895543,0.0098148301896051,0.0117151742833856,0.018114552677638,-0.0010263441442248
