"","X_Avena_barbata","X_Avena_fatua","X_Azolla_filiculoides","X_Bromus_diandrus","X_Carpobrotus_edulis","X_Conyza_sp_","X_Cynodon_dactylon","X_Ehrharta_calycina","X_Ehrhata_longiflora","X_Euphorbia_terracina","X_Ficus_carica","X_Lactuca_sp_","X_Pelargonium_capitatum","X_Phytolacca_octandra","X_Solanum_nigrum","X_Sonchus_asper","X_Sonchus_oleraceus","X_Typha_orientalis","Baumea_articulata","Baumea_juncea","Eucalyptus_rudis","Jacksonia_furcellata","Lepidosperma_longitudinale","Melaleuca_rhaphiophylla","Persicaria_decipiens","Pseudognaphalium_luteoalbum","Rhagodia_baccata","Solanum_symonii","Spyridium_globulosum"
"X_Ficus_carica",0.101024487168271,0.112318620840563,0.110263869356053,0.16534826960415,0.179929488054436,0.195462590842,0.0803178220014968,0.222024760358672,0.165806232575051,0.211819325656333,0,0.17092878426926,0.169222573135302,0.145692232519059,0.14936210144199,0.121164560429863,0.205130208269469,0.124254860898834,0.152071400467418,0.210315806443305,0.145158848835906,0.227952389866504,0.192742034658288,0.174379666840174,0.0809952443966641,0.215976745982072,0.173156250888701,0.220412066857236,0.247202966286671
"X_Lactuca_sp_",0.0805609695965653,0.0981700861072591,0.0989662285862453,0.19536107213238,0.205074364121282,0.212710271885697,0.0926927681399189,0.23428231963947,0.188362611101366,0.207983269024096,0.17092878426926,0,0.192506540189371,0.183913354156849,0.140516684710538,0.187512898801038,0.18095720275029,0.147082182221583,0.133167026624802,0.22597415874991,0.154430139245933,0.212341902960259,0.215883427778657,0.197173317380526,0.0663312278216716,0.21794414392944,0.192399185700601,0.22318339795936,0.252097751283395
"X_Pelargonium_capitatum",0.116780094283254,0.102655418238106,0.113771718495862,0.0686663715904709,0.0600881354435603,0.18951970310217,0.14256047324253,0.238772256591042,0.0698550907011338,0.23163277044264,0.169222573135302,0.192506540189371,0,0.172395134035087,0.117457640747936,0.180375981431848,0.202838044439514,0.092026916853371,0.0964482463464523,0.139156882262227,0.143547095767614,0.220874155798831,0.112863822478915,0.104555771236995,0.057393108506176,0.22722755520658,0.0893277890655672,0.239647588574029,0.235770693168583
"X_Phytolacca_octandra",0.0863452138460802,0.0987459297322276,0.0974329053215639,0.163002025786855,0.18534012075371,0.195761817575352,0.0982846246832297,0.244297860471563,0.166218921200693,0.207671210330128,0.145692232519059,0.183913354156849,0.172395134035087,0,0.150384715135236,0.162281267131735,0.176901752164594,0.142789419236498,0.132530280075949,0.215141382062038,0.142107941532348,0.228662555826886,0.209035990501456,0.179941088781531,0.0764062566624596,0.22537819178762,0.171294955006956,0.229844610989849,0.257123656311699
"X_Solanum_nigrum",0.0384910306715608,0.0426204965810202,0.0407711464463605,0.135671774920098,0.117227679345827,0.152465491137684,0.0493114616845344,0.112643357974443,0.1244142305192,0.0957408533461461,0.14936210144199,0.140516684710538,0.117457640747936,0.150384715135236,0,0.149237456628886,0.073774681277683,0.0687520971454529,0.0703401693615525,0.0960856524416033,0.104820116730732,0.106143329495527,0.0980096469534611,0.101249353201039,0.0402100532518127,0.115746297918902,0.123832995257274,0.121349723740316,0.146597772874284
"X_Sonchus_asper",0.0862917197903575,0.101538137899867,0.105748716428533,0.172302894711936,0.190736866349525,0.198678121865522,0.0912471404833246,0.233353364047177,0.174207598939794,0.210617733899919,0.121164560429863,0.187512898801038,0.180375981431848,0.162281267131735,0.149237456628886,0,0.186450897682567,0.136966511913714,0.13950766402635,0.222367921755809,0.145338082904053,0.226723521865664,0.209706893202577,0.188383860439378,0.0777951044171714,0.218889566640469,0.177504566757833,0.22763812877069,0.254406940094974
"X_Sonchus_oleraceus",0.0820971847153006,0.0787661092932567,0.0808608392267606,0.208476864706927,0.22201857218803,0.186204434707245,0.0827114069593895,0.192338162722514,0.199854667280833,0.189350981374749,0.205130208269469,0.18095720275029,0.202838044439514,0.176901752164594,0.073774681277683,0.186450897682567,0,0.166645228762905,0.10201823562075,0.217638759721898,0.128100590538116,0.147589715516832,0.214705095449044,0.212125685345364,0.0351104118053173,0.127626093970775,0.202866912562719,0.138902538688209,0.167625776220733
"X_Typha_orientalis",0.100654833852115,0.0930116129615692,0.0892965448622299,0.106400228198123,0.0908441565875769,0.161428240699492,0.0808402623022953,0.135514659000196,0.100680114415763,0.168008110096198,0.124254860898834,0.147082182221583,0.092026916853371,0.142789419236498,0.0687520971454529,0.136966511913714,0.166645228762905,0,0.088502130595392,0.103659026558528,0.0963432399025495,0.147406142773097,0.0874077151077523,0.0956957405126266,0.0439876466307471,0.135975507394285,0.101602710130383,0.133411265980234,0.151777205466988
"Baumea_articulata",0.0479397293191692,0.0556315865493055,0.0509868837358732,0.108095325347449,0.103482929699059,0.14361889394016,0.0399788704178306,0.133434429082986,0.100687953368469,0.108384535413744,0.152071400467418,0.133167026624802,0.0964482463464523,0.132530280075949,0.0703401693615525,0.13950766402635,0.10201823562075,0.088502130595392,0,0.123698666389264,0.0833810822388679,0.113740570809817,0.112385052048141,0.0991537818501042,0.0313748805781119,0.102999374553024,0.10313153237938,0.110767373301201,0.133581399753959
"Baumea_juncea",0.132617649254091,0.110693904400386,0.118865477240855,0.159746793772902,0.137581207732204,0.233741058325079,0.128297766716386,0.208436872419428,0.145821392530778,0.227229534023123,0.210315806443305,0.22597415874991,0.139156882262227,0.215141382062038,0.0960856524416033,0.222367921755809,0.217638759721898,0.103659026558528,0.123698666389264,0,0.156034838888889,0.202295623967698,0.129120841643937,0.14727617257151,0.048517658375549,0.193561624094745,0.15932348928743,0.206813278582724,0.225524874045191
