"","coefficient","posterior.mean","lower","upper","sd","coefVar","qcd","qcd2","gini","model","species"
"95","intercept","-2.91171288949005","-5.30988729754512","-1.34465777705462","1.6806423203335","-0.577200563420882","-0.506454215468129","-0.595867858138898","-0.294477400850842","boral","Rhagodia_baccata"
"96","meanGW","0.258280470951341","-0.065919659341164","0.538578610410468","NaN","NaN","NaN","NaN","NaN","boral","Rhagodia_baccata"
"97","intercept","-1.17098389818076","-2.22232032161606","-0.0757450745967544","0.762451563603507","-0.651120450749196","-0.474027239366947","-0.93407926970087","-0.351837052169933","boral","Scaevola_sp_"
"98","meanGW","0.199926587467916","-0.081705783157158","0.388187864576749","NaN","NaN","NaN","NaN","NaN","boral","Scaevola_sp_"
"99","intercept","-0.0183767892363284","-0.719694251166041","0.533364692847525","0.37661243572817","-20.4939193068428","5.68615964931919","-6.72496063062392","-10.0839189096248","boral","Spyridium_globulosum"
"100","meanGW","-0.0402170760791001","-0.243601409409009","0.0812919936991429","NaN","NaN","NaN","NaN","NaN","boral","Spyridium_globulosum"
"101","intercept","-2.82145181276342","-3.91202227432528","-2.09666352133312","0.777990739052068","-0.275741281680823","-0.248033200615736","-0.302122429883729","-0.140889614930465","boral","Trachymene_pilosa"
"102","meanGW","0.176297420117462","-0.289163179645768","0.380710819366786","NaN","NaN","NaN","NaN","NaN","boral","Trachymene_pilosa"
"103","intercept","0.057215691213939","-0.537663601352269","0.819151593417831","0.459834087174299","8.03685278317976","-27.7847405589746","4.82015301901078","4.26434961828186","boral","Xanthorrhoea_preissii"
"104","meanGW","0.0835925437198863","-0.0971781148314883","0.259552641756827","NaN","NaN","NaN","NaN","NaN","boral","Xanthorrhoea_preissii"
