"","coefficient","posterior.mean","lower","upper","sd","coefVar","qcd","qcd2","gini","model","species"
"39","intercept","-2.90947198812301","-4.94798454146953","-1.55426991265553","0.836495204108193","-0.287507564095106","-0.191358323203185","-0.521928917540441","-0.159260984702533","boral","Baumea_juncea"
"40","meanGW","-0.646030300068463","-1.505877541969","-0.0134461578886045","NaN","NaN","NaN","NaN","NaN","boral","Baumea_juncea"
"41","intercept","-1.19110673787431","-2.17764794722431","-0.413100814873946","0.471695527325211","-0.396014489991899","-0.263008705621043","-0.681095426220045","-0.220176860646669","boral","Eucalyptus_rudis"
"42","meanGW","-0.769437376199811","-1.36435799532855","-0.301222815236743","NaN","NaN","NaN","NaN","NaN","boral","Eucalyptus_rudis"
"43","intercept","-4.98907403293359","-7.70840694582751","-2.72843341281427","1.24093507416279","-0.248730539168431","-0.162310028746028","-0.477153368441608","-0.139504459139755","boral","Jacksonia_furcellata"
"44","meanGW","-1.58374691932127","-2.67831793213243","-0.652510451742586","NaN","NaN","NaN","NaN","NaN","boral","Jacksonia_furcellata"
"45","intercept","-2.42351223054286","-4.25387938534212","-1.11764456069779","0.776235418374874","-0.32029358407694","-0.205012784480664","-0.583863137565734","-0.176700848737849","boral","Lepidosperma_longitudinale"
"46","meanGW","-1.01974797019942","-1.84017980518861","-0.433847465975866","NaN","NaN","NaN","NaN","NaN","boral","Lepidosperma_longitudinale"
"47","intercept","-2.12631951559816","-3.99780422263622","-0.672032630949105","0.846194689843439","-0.397962151800781","-0.257400980492241","-0.712181537805483","-0.220413536215631","boral","Melaleuca_rhaphiophylla"
"48","meanGW","-0.655676298175007","-1.4408514319086","0.0592579649565061","NaN","NaN","NaN","NaN","NaN","boral","Melaleuca_rhaphiophylla"
"49","intercept","-0.277394672088813","-1.36291527562773","0.902131915387673","0.56643199437054","-2.04197142686715","-1.21768678838025","-4.91564450121499","-1.1349351728077","boral","Persicaria_decipiens"
"50","meanGW","0.0673254216017062","-1.06128705275895","1.03777277674341","NaN","NaN","NaN","NaN","NaN","boral","Persicaria_decipiens"
"51","intercept","-5.95039217008967","-10.3143900495938","-2.99246062081518","1.76656121566175","-0.296881476911988","-0.194113239609173","-0.550237588903037","-0.165258015198199","boral","Pseudognaphalium_luteoalbum"
"52","meanGW","-0.125313029665156","-1.62042605333817","1.5140894586437","NaN","NaN","NaN","NaN","NaN","boral","Pseudognaphalium_luteoalbum"
"53","intercept","-3.73738177099375","-6.38639296285723","-1.89411901088055","1.14883986343907","-0.307391627035629","-0.200486685018654","-0.542511618390776","-0.169705665768822","boral","Rhagodia_baccata"
"54","meanGW","-1.57442739677428","-2.70704990739486","-0.752963763303535","NaN","NaN","NaN","NaN","NaN","boral","Rhagodia_baccata"
"55","intercept","-5.00343063929857","-8.08178625550904","-2.47459264636908","1.49272794327335","-0.298340888659269","-0.208669043363493","-0.531166383971152","-0.167422819497596","boral","Solanum_symonii"
"56","meanGW","-0.660367958013526","-2.04212648822886","0.500757880342951","NaN","NaN","NaN","NaN","NaN","boral","Solanum_symonii"
"57","intercept","-6.04639801970078","-9.62972997079614","-3.0894100599384","1.71854426483789","-0.284226122600333","-0.190101205298096","-0.5142108582069","-0.158644846113326","boral","Spyridium_globulosum"
"58","meanGW","-0.0660025443014403","-1.51607470547927","1.36474170330025","NaN","NaN","NaN","NaN","NaN","boral","Spyridium_globulosum"
