"","X_Aira_caryophyllea","X_Briza_maxima","X_Ehrharta_calycina","X_Hypochaeris_glabra","X_Poa_annua","X_Sonchus_oleraceus","X_Ursinia_anthemoides","Adenanthos_cygnorum","Aotus_gracillima","Astartea_scoparia","Austrostipa_compressa","Banksia_attenuata","Banksia_ilicifolia","Banksia_menziesii","Baumea_articulata","Beaufortia_elegans","Caladenia_flava","Comesperma_virgatum","Dasypogon_bromeliifolius","Dielsia_stenostachya","Dryandra_sp_","Hibbertia_sp_","Hibbertia_subvaginata","Hypolaena_exsulca","Isolepis_cernua","Kunzea_glabrescens","Melaleuca_preissiana","Microtis_sp_","Patersonia_occidentalis","Podotheca_gnaphalioides","Pteridium_esculentum","Pterostylis_sp_","Pultenaea_reticulata","Regelia_inops","Restionaceae_sp_","Rhodanthe_chlorocephala_subsp__rosea","Schoenus_sp_","Stylidium_repens","Thysanotus_manglesianus","Trachymene_pilosa","Xanthorrhoea_preissii"
"Dryandra_sp_",-0.000550223056754173,-0.0100313154282691,-0.00747046391861761,-0.0266583614522154,-0.0445820970312768,-0.088622652053065,-0.039700864567675,-0.019971714391855,-0.0254278176953324,-0.0261823840709427,-0.010549870730406,-0.0315325393724564,-0.0201997068594051,-0.00351501664089021,-0.0344589595646744,-0.0719771043743722,-0.0137198439059327,-0.0934022121989763,-0.0305119414891113,-0.00649861320974983,1,-0.0157453420930348,-0.0282051495489911,-0.0278779669193803,-0.0136278935239873,-0.00934472872404997,-0.0285648143176612,-0.101919651152871,-0.0374539370874683,-0.0288014327245429,-0.00817416951620026,-0.0598216073809034,-0.105635539842103,-0.0147593102691308,-0.00646312589250387,-0.017414590026825,-0.00993520170396394,-0.00852951738488693,-0.0441688989603183,-0.0108233242225354,-0.00786585091486943
"Hibbertia_sp_",-0.017889359679655,-0.120308339973481,-0.05119953753764,-0.0974431246835826,-0.0316644980809869,-0.0534160846375714,-0.266791110640251,-0.00218625329261069,-0.0283977144985096,-0.1823968751717,-0.0190202711674002,-0.231304759296957,-0.119501634701783,-0.0127941106139736,-0.0192313952739548,-0.0445577573058277,-0.114466516327742,-0.0633663996163165,-0.122100135987262,-0.0211018008686616,-0.0157453420930348,1,-0.224114828346877,-0.153689024976008,-0.0471637049609524,-0.0997303155516409,-0.165742157234616,-0.0718610506871167,-0.0623090782913825,-0.106001731873845,-0.0041325243686037,-0.0409968806754694,-0.067324840322937,-0.166785912345432,-0.0941582043176622,-0.0434492863520262,-0.00892598518167819,-0.135569741369972,-0.161323038369807,-0.0740113986805679,-0.0588294290291159
"Hibbertia_subvaginata",0.00183383953742802,-0.00405471789608734,-0.0153806021678896,-0.0937667502361556,-0.115357955743015,-0.193737696972019,0.00367690023073122,-0.337416649122395,-0.17648929698606,-0.00747064308688648,0.00359830540533862,-0.0194170679235375,-0.037390395845278,-0.0938922438991594,-0.17948230862492,-0.0977113184570481,-0.00168760746546424,-0.154843852254227,-0.0196671873945057,-0.0140430026296048,-0.0282051495489911,-0.224114828346877,1,-0.00899790154773459,-0.00675702358468003,0.0196420476225974,0.0106717566545628,-0.157881685604522,-0.166687318479789,-0.130810226002679,-0.212507196295363,-0.121016136482843,-0.213331424501197,0.00822567266600739,-0.00366969572618393,-0.0306804188554281,-0.0509532239871204,0.00258141370514499,-0.0184944347933587,0.00851680125238276,-0.0162864914244626
"Hypolaena_exsulca",-0.00283933586221447,0.00343035986183585,-0.00378877186759322,-0.0409767104539504,-0.0606123677197172,-0.0673145223841635,-0.00426337130484446,-0.165809328925495,-0.100925747440585,-0.0254795958579163,-0.00976301477848101,0.000507791154510571,0.000137093076211608,-0.112366117032534,-0.149384120731946,-0.0240407943473494,-0.00543351764243359,-0.0512797110336536,-0.00293519333973637,-0.01623683507435,-0.0278779669193803,-0.153689024976008,-0.00899790154773459,1,-0.00178345975815735,-0.0307054099245498,-7.22606588053369e-05,-0.0309227419718711,-0.0115803532684729,-0.039640632438848,-0.0452309879532341,-0.0353096200802442,-0.0718429528136015,-0.00754368187346865,6.27049410532983e-05,-0.00451832190255909,-0.0300979577399102,0.00307606516753662,-0.00225319919145967,-0.0112540818655085,-0.00667230834433479
"Isolepis_cernua",-0.0147856018711349,0.000276165398943343,0.00253270217488203,-0.0352975900848954,-0.0329551273118528,-0.0316244730072558,-0.00475138210342816,-0.110278858371833,-0.0934062300294405,-0.0339770230825091,-0.00382973745561625,0.00703140425825206,0.00469209470234667,-0.0462805540638103,-0.156506398738311,-0.0113718091845357,-0.00550213121761318,-0.0597147527885809,0.00998723304622086,-0.0149528409824718,-0.0136278935239873,-0.0471637049609524,-0.00675702358468003,-0.00178345975815735,1,-0.0414102474699103,-0.0133743782236803,-0.0537038339063257,-0.0182640451822362,-0.0124240764896292,-0.0745063727797556,-0.0265498294780001,-0.0732557840917343,-0.0131846519964625,5.38689150532674e-05,-0.00286959747956245,-0.0415171282503699,0.00442279397933909,0.00631583661648554,-0.0104740793861165,-0.021558731577374
"Kunzea_glabrescens",0.00523756170769952,-0.00663552339901743,-0.0635113857723551,-0.0808976697392392,-0.0633610980714897,-0.167883171310701,0.0507542695771588,-0.160175689366688,-0.0622378099843842,-0.0819741454311672,-0.00259461800405279,-0.0351872710991682,-0.0929712878588318,-0.00136666881791018,-0.104210702535427,-0.145510095802009,-0.0109104717224974,-0.133314491049023,-0.0870337642429913,-0.089689704828375,-0.00934472872404997,-0.0997303155516409,0.0196420476225974,-0.0307054099245498,-0.0414102474699103,1,0.0801303711279147,-0.0934155451508377,-0.213892643271141,-0.29784269499436,-0.0961342457979377,-0.0868206136477701,-0.185284619163163,0.0356727803460752,-0.0326901646967245,-0.120073862151295,-0.0365689099894268,-0.0516189718346318,-0.147120531437466,0.0252079807131864,-0.0682123520204957
"Melaleuca_preissiana",0.00489491839393066,0.0212050797229986,-0.0163913594343301,-0.041717990373459,-0.0621931871885648,-0.168282379693167,0.0446608529140637,-0.175249425686001,-0.0970543931525512,-0.0455852171061736,-0.00974835988478689,-0.0106068646173736,0.0196903973193847,-0.0783042826469034,-0.154110429050541,-0.0861276691891563,0.0253088583617039,-0.134700433682713,-0.0067478782145702,-0.130950223619623,-0.0285648143176612,-0.165742157234616,0.0106717566545628,-7.22606588053373e-05,-0.0133743782236803,0.0801303711279147,1,-0.0598599138072916,-0.144510378854493,-0.106642678197031,-0.0949968335750138,-0.0795357946366424,-0.196160772217104,0.0205328846747624,0.000270038477529097,-0.0252368791053918,-0.0342145179737299,0.0547921342756898,0.0153749389717684,0.0361287911126202,-0.0277553117223677
"Microtis_sp_",-0.0716017815479244,-0.0644486511556379,-0.0254467326099897,-0.0596307703023217,-0.00985064387928087,-0.0201167374159949,-0.110948557477037,-0.0283875615428,-0.0170442255834046,-0.127977429584057,-0.0342384720366994,-0.165464462599695,-0.11735543471509,-0.126440649933458,-0.0191731729573358,-0.0186890036112843,-0.135756322475923,-0.00787609944652247,-0.109719967849871,-0.0414610238721833,-0.101919651152871,-0.0718610506871167,-0.157881685604522,-0.0309227419718711,-0.0537038339063257,-0.0934155451508377,-0.0598599138072916,1,-0.0535019831068211,-0.036109573106212,-0.0264474921229752,-0.007630319297723,-0.00846966739150304,-0.147794862290835,-0.0252563398259144,-0.0373251883023304,-0.00936574777636444,-0.136313917531784,-0.100713829051466,-0.0521145599484203,-0.038062443973982
"Patersonia_occidentalis",-0.0206945172204363,-0.0454981395146958,-0.00846616503291952,-0.101847914911365,-0.039837690476505,-0.0472302889332319,-0.17051537733677,-0.121393145098351,-0.103763961331994,-0.198586450526496,-0.0243265095781896,-0.210666682381334,-0.0294464064075056,-0.0926863874663911,-0.138061136884317,-0.0227671783480021,-0.157190065169668,-0.0541422838212071,-0.087814219475975,-0.0295596124513328,-0.0374539370874683,-0.0623090782913825,-0.166687318479789,-0.0115803532684729,-0.0182640451822362,-0.213892643271141,-0.144510378854493,-0.0535019831068211,1,-0.00926531067420663,-0.0373575724740353,-0.0297274785844388,-0.0661519872483611,-0.0478177204647384,-0.0399436244185476,-0.0250104546967605,-0.0356459024261958,-0.0658868900472591,-0.138722238062843,-0.0833944409306013,-0.0270922342687717
"Podotheca_gnaphalioides",-0.0282921084338227,-0.0265764352569444,-0.0116640502014404,-0.072616232342448,-0.0157744332792169,-0.0374591745700248,-0.128602256067297,-0.0957740132414253,-0.0328098018742541,-0.136199119685393,-0.0476069176979348,-0.149140826736766,-0.0755465260363363,-0.142944481154715,-0.15634638455215,-0.0791791434199381,-0.11868054857173,-0.016378561246333,-0.0672955280450004,-0.0203962757370107,-0.0288014327245429,-0.106001731873845,-0.130810226002679,-0.039640632438848,-0.0124240764896292,-0.29784269499436,-0.106642678197031,-0.036109573106212,-0.00926531067420662,1,-0.0278795318783038,-0.0685890407277759,-0.158234020305605,-0.0605996977616887,-0.0229710966477605,-0.0204281407329704,-0.0562148219912,-0.0399471086825949,-0.102621691546308,-0.216920490433764,-0.0197360281803498
"Pteridium_esculentum",-0.00197597992462599,-0.107297809143196,-0.0368076615701507,-0.123121074955122,-0.0146326176415472,-0.0307588905057737,-0.167392829881975,-0.0106222028178183,-0.0191339607822321,-0.162966991674775,-0.00997245886982735,-0.189235415666647,-0.0769041770558011,0.00686564265149154,-0.0109867240885778,-0.0700435712072351,-0.0327021786000616,-0.0234298946998706,-0.107145645806556,-0.0380679540776694,-0.00817416951620026,-0.0041325243686037,-0.212507196295363,-0.0452309879532341,-0.0745063727797556,-0.0961342457979377,-0.0949968335750138,-0.0264474921229752,-0.0373575724740353,-0.0278795318783038,1,-0.0259736460134671,-0.0296000463218924,-0.1754951847671,-0.0353196226967112,-0.0166863166483914,-0.0114025951665507,-0.0861584767089624,-0.143920226624712,-0.0855785918622007,-0.0156199587975247
