"","X_Aira_caryophyllea","X_Briza_maxima","X_Ehrharta_calycina","X_Hypochaeris_glabra","X_Poa_annua","X_Sonchus_oleraceus","X_Ursinia_anthemoides","Adenanthos_cygnorum","Aotus_gracillima","Astartea_scoparia","Austrostipa_compressa","Banksia_attenuata","Banksia_ilicifolia","Banksia_menziesii","Baumea_articulata","Beaufortia_elegans","Caladenia_flava","Comesperma_virgatum","Dasypogon_bromeliifolius","Dielsia_stenostachya","Dryandra_sp_","Hibbertia_sp_","Hibbertia_subvaginata","Hypolaena_exsulca","Isolepis_cernua","Kunzea_glabrescens","Melaleuca_preissiana","Microtis_sp_","Patersonia_occidentalis","Podotheca_gnaphalioides","Pteridium_esculentum","Pterostylis_sp_","Pultenaea_reticulata","Regelia_inops","Restionaceae_sp_","Rhodanthe_chlorocephala_subsp__rosea","Schoenus_sp_","Stylidium_repens","Thysanotus_manglesianus","Trachymene_pilosa","Xanthorrhoea_preissii"
"Pterostylis_sp_",-0.0489236929296213,-0.064892803334713,-0.0303934052763346,-0.0487443723243136,-0.0321430155442171,-0.0248053783278194,-0.127445575709536,-0.0482970017702192,-0.0295894114414546,-0.0976464962878784,-0.0200571175170399,-0.116580403887195,-0.0655449097113182,-0.0738870200383422,-0.0301536499284345,-0.0162925097928708,-0.0834574080851221,-0.00417289574345851,-0.0743098556046185,-0.022750714621582,-0.0598216073809034,-0.0409968806754694,-0.121016136482843,-0.0353096200802442,-0.0265498294780001,-0.0868206136477701,-0.0795357946366424,-0.007630319297723,-0.0297274785844388,-0.0685890407277759,-0.0259736460134671,1,-0.0148852910062773,-0.0694027451684476,-0.0173007954677255,-0.0431450872610628,-0.00978774017011922,-0.0741567013562712,-0.0769956108080123,-0.0576690092444324,-0.0353754409506013
"Pultenaea_reticulata",-0.0824666975176376,-0.147611580112834,-0.0662841526481459,-0.178263391319681,-0.0626466927427798,-0.00740381852803687,-0.255868778592975,-0.0455711717688251,-0.0416077764395025,-0.241485202810631,-0.0348409578210906,-0.281387600941787,-0.102019562960297,-0.116720780849204,-0.0345719460713695,-0.0244937864710923,-0.167721685497456,-0.0292418633132943,-0.193301008441799,-0.0443431576692433,-0.105635539842103,-0.067324840322937,-0.213331424501197,-0.0718429528136015,-0.0732557840917343,-0.185284619163163,-0.196160772217104,-0.00846966739150304,-0.0661519872483611,-0.158234020305605,-0.0296000463218924,-0.0148852910062773,1,-0.264783806806741,-0.0609354444954476,-0.0786956328262181,-0.0155159435833133,-0.135043603925935,-0.24475065565746,-0.0824703696085017,-0.0748908565608357
"Regelia_inops",0.000667141538662171,-0.00531681842782971,-0.0161846858154783,-0.0411884174103296,-0.111361892315046,-0.216863185238734,0.0239583611530103,-0.300217359682048,-0.132916698702451,-0.0205183002430282,-0.00721828571748074,-0.0202026453325904,-0.0322984851569572,-0.100388914855083,-0.21285755469973,-0.0441689581698884,-0.00449106069781749,-0.175269398073375,-0.0293437404911459,-0.0271954625823497,-0.0147593102691308,-0.166785912345432,0.00822567266600739,-0.00754368187346865,-0.0131846519964625,0.0356727803460752,0.0205328846747624,-0.147794862290835,-0.0478177204647384,-0.0605996977616887,-0.1754951847671,-0.0694027451684476,-0.264783806806741,1,-0.00744408412216066,-0.0425727658049458,-0.0446611628396095,-0.000521045063338876,-0.0133690577333032,0.0152322949152207,-0.0115341763785365
"Restionaceae_sp_",-0.00277151419771196,-0.00203670704209051,0.000806171147934441,-0.0149043960852399,-0.0427804644791294,-0.0655175310596045,-0.0022085033912197,-0.086867713472495,-0.0360593686243538,-0.0261091747380303,-0.004964844630837,0.00132773441442185,-0.00197550691783887,-0.0539340115047995,-0.0762580794933668,-0.029119148712721,-0.00897304929850735,-0.039686103338918,0.00482881251244193,-0.0197155346938576,-0.00646312589250387,-0.0941582043176622,-0.00366969572618393,6.27049410532982e-05,5.38689150532674e-05,-0.0326901646967245,0.000270038477529097,-0.0252563398259144,-0.0399436244185476,-0.0229710966477605,-0.0353196226967112,-0.0173007954677255,-0.0609354444954476,-0.00744408412216066,1,-0.0024981297784962,-0.0238882814204092,0.0011130637839862,0.00098526485850877,-0.0130258750386032,-0.00887117672413282
"Rhodanthe_chlorocephala_subsp__rosea",-0.00369347890050737,-0.0026591951904907,-0.00653536093856274,-0.0565132921250542,-0.0107252472754331,-0.0261709015711101,-0.0347893775962094,-0.0308266667835913,-0.0225964736372452,-0.0461203826962474,-0.00847388337500636,-0.0379066965656613,-0.0030721616778682,-0.0871843625367758,-0.0269402507901129,-0.00805759556328721,-0.0224715373726227,-0.0245006775706191,-0.00935870930598694,-0.0549174867291626,-0.017414590026825,-0.0434492863520262,-0.0306804188554281,-0.00451832190255909,-0.00286959747956245,-0.120073862151295,-0.0252368791053918,-0.0373251883023304,-0.0250104546967605,-0.0204281407329704,-0.0166863166483914,-0.0431450872610628,-0.0786956328262181,-0.0425727658049458,-0.0024981297784962,1,-0.0295413119186597,-0.00734463960568347,-0.018733703058377,-0.0193870744322764,-0.022048137740447
"Schoenus_sp_",-0.0114809838314775,-0.0484457445595244,-0.0245074211409567,-0.0359235120929913,-0.0161826152951373,-0.0181428235922436,-0.0674020097811888,-0.00661182107027565,-0.00798388848354832,-0.0487726378317149,-0.00712611740611916,-0.0534929098264432,-0.0489674521477493,-0.020130013560865,-0.00113012034869891,-0.0297773941675044,-0.0300256104343275,-0.00683911930210684,-0.0344641917552803,-0.00659113649165896,-0.00993520170396394,-0.00892598518167819,-0.0509532239871204,-0.0300979577399102,-0.0415171282503699,-0.0365689099894268,-0.0342145179737299,-0.00936574777636444,-0.0356459024261958,-0.0562148219912001,-0.0114025951665507,-0.00978774017011922,-0.0155159435833133,-0.0446611628396094,-0.0238882814204092,-0.0295413119186597,1,-0.0367892008019905,-0.044270519938652,-0.016428932790978,-0.0259901436089018
"Stylidium_repens",-0.00180169988227549,0.00744015180267564,-0.00524570425006415,-0.00861266705902428,-0.0699833010908784,-0.118322456329945,0.0148089194226628,-0.14968586022692,-0.0764010291889507,-0.0264682733284478,-0.0110394605706358,-0.00264049080130328,0.00243422174318488,-0.0775874466298329,-0.124775078263318,-0.0484655544557951,-0.00276343741211293,-0.131985666176178,0.00606477069902933,-0.0552036389429401,-0.00852951738488693,-0.135569741369972,0.00258141370514499,0.00307606516753662,0.00442279397933909,-0.0516189718346318,0.0547921342756898,-0.136313917531784,-0.0658868900472591,-0.0399471086825949,-0.0861584767089624,-0.0741567013562712,-0.135043603925935,-0.000521045063338876,0.0011130637839862,-0.00734463960568347,-0.0367892008019905,1,0.00678728890382547,-0.0190664926147682,-0.0130591018973387
"Thysanotus_manglesianus",-0.0054829064655642,0.00347614718906381,0.00514100068585856,-0.0641798367269957,-0.0908022303614599,-0.20866681611323,-0.00336648735663098,-0.243282808873712,-0.151031409502246,-0.0162597463679025,-0.0246106236461608,-0.0108147477388678,-0.00361242589845443,-0.141282864941694,-0.22130442203084,-0.0786888912872291,-0.0175398453642127,-0.144595335789526,-0.00121668264165294,-0.0395870439228959,-0.0441688989603183,-0.161323038369807,-0.0184944347933587,-0.00225319919145967,0.00631583661648554,-0.147120531437466,0.0153749389717683,-0.100713829051466,-0.138722238062843,-0.102621691546308,-0.143920226624712,-0.0769956108080123,-0.24475065565746,-0.0133690577333032,0.00098526485850877,-0.018733703058377,-0.044270519938652,0.00678728890382547,1,-0.056785194849295,-0.00792391347540042
"Trachymene_pilosa",-0.0139502951107187,0.00985897193992059,-0.0196913178179644,-0.0335392317230322,-0.0433078818123915,-0.0560465111737139,0.021123961197969,-0.138564474080819,-0.0750879238573497,-0.0314150983772855,0.0045537502588728,-0.00938736799904154,0.010379137375134,-0.040028003958942,-0.0672036690561015,-0.0646817966128573,-0.00915263173290588,-0.0911588714073936,-0.0179093163848602,-0.0840804910995805,-0.0108233242225354,-0.074011398680568,0.00851680125238276,-0.0112540818655085,-0.0104740793861165,0.0252079807131864,0.0361287911126202,-0.0521145599484203,-0.0833944409306013,-0.216920490433764,-0.0855785918622007,-0.0576690092444324,-0.0824703696085017,0.0152322949152207,-0.0130258750386032,-0.0193870744322764,-0.016428932790978,-0.0190664926147682,-0.056785194849295,1,-0.0268423998382844
"Xanthorrhoea_preissii",-0.0029353977691746,-0.0192773992175361,-0.00935580164810894,-0.00771633793955895,-0.0223547851958803,-0.0454669935758228,-0.0173101411327553,-0.0473563453631947,-0.0233043818966857,0.00482150320276147,-0.0159949451706571,-0.0095970066425771,-0.0267080279542644,-0.0538090885298779,-0.047780452837435,-0.0381704500780201,-0.00810479194211481,-0.0340063818341482,-0.0128380102720172,-0.00315571470021115,-0.00786585091486943,-0.0588294290291159,-0.0162864914244626,-0.00667230834433479,-0.021558731577374,-0.0682123520204957,-0.0277553117223677,-0.038062443973982,-0.0270922342687717,-0.0197360281803498,-0.0156199587975247,-0.0353754409506013,-0.0748908565608357,-0.0115341763785365,-0.00887117672413282,-0.022048137740447,-0.0259901436089018,-0.0130591018973387,-0.00792391347540041,-0.0268423998382844,1
